Gridcode,PCA1,PCA2,PCA3,PCA4,PCA5,PCA6
100594,-1.094 ,0.538 ,-2.375 ,-0.468 ,-0.347 ,0.154 
100595,-0.778 ,0.405 ,-1.757 ,-0.630 ,-0.633 ,0.825 
100596,-0.386 ,0.127 ,-1.124 ,-0.708 ,-0.502 ,0.860 
100597,0.197 ,-0.189 ,-0.695 ,-1.444 ,-0.634 ,1.219 
100598,0.525 ,-0.156 ,-0.177 ,-2.851 ,-0.253 ,0.937 
100599,-0.372 ,0.013 ,-0.170 ,-3.216 ,-1.782 ,0.876 
100600,-1.065 ,-0.886 ,-1.604 ,2.187 ,0.242 ,-0.051 
100601,-1.166 ,-1.073 ,-1.323 ,2.125 ,0.340 ,-0.448 
100602,-1.119 ,-1.161 ,-0.982 ,2.402 ,0.606 ,-0.875 
100603,-0.981 ,-1.224 ,-0.523 ,2.727 ,0.769 ,-1.083 
100604,-1.055 ,-1.705 ,0.143 ,2.763 ,0.424 ,-0.668 
100605,-1.595 ,-1.354 ,1.086 ,2.672 ,0.193 ,-1.056 
100606,-2.521 ,-0.360 ,1.565 ,2.210 ,-0.269 ,-1.344 
100607,-2.224 ,1.581 ,-1.381 ,0.923 ,0.414 ,-1.708 
100608,-2.393 ,2.003 ,-1.692 ,0.492 ,0.331 ,-1.619 
100609,-1.984 ,1.481 ,-2.469 ,0.769 ,0.382 ,-1.177 
100610,-1.727 ,1.042 ,-2.220 ,0.978 ,0.056 ,-0.478 
100611,-1.437 ,0.721 ,-2.336 ,0.718 ,-0.206 ,0.090 
100612,-1.052 ,0.592 ,-2.349 ,-0.075 ,-0.224 ,0.370 
100613,-0.643 ,0.201 ,-1.608 ,-0.013 ,-0.378 ,0.849 
100614,-0.387 ,0.074 ,-0.888 ,-0.344 ,-0.467 ,1.140 
100615,-0.244 ,-0.192 ,-0.861 ,-0.796 ,-0.892 ,1.362 
100616,0.074 ,-0.130 ,-0.403 ,-2.007 ,-0.593 ,1.105 
100617,-1.622 ,-0.213 ,-1.694 ,1.745 ,0.020 ,-0.262 
100618,-1.541 ,-0.603 ,-1.385 ,2.163 ,0.282 ,-0.606 
100619,-1.421 ,-0.802 ,-0.882 ,2.684 ,0.456 ,-0.931 
100620,-1.447 ,-0.622 ,-1.136 ,2.396 ,0.306 ,-0.634 
100621,-1.301 ,-1.113 ,0.558 ,2.921 ,0.148 ,-0.703 
100622,-1.804 ,-0.821 ,2.016 ,2.740 ,-0.055 ,-0.708 
100623,-2.250 ,0.822 ,0.042 ,1.586 ,0.018 ,-1.080 
100624,-2.246 ,1.990 ,-2.145 ,0.646 ,0.412 ,-1.337 
100625,-2.192 ,1.805 ,-2.098 ,0.586 ,0.223 ,-1.003 
100626,-1.780 ,1.348 ,-3.128 ,1.193 ,-0.010 ,0.177 
100627,-1.647 ,1.088 ,-2.465 ,0.980 ,-0.369 ,0.258 
100628,-1.479 ,0.858 ,-2.477 ,0.596 ,-0.355 ,0.376 
100629,-1.058 ,0.058 ,-1.351 ,0.604 ,-0.331 ,0.651 
100630,-0.615 ,-0.250 ,-0.838 ,0.108 ,-0.703 ,1.297 
100631,-0.711 ,-0.036 ,-1.040 ,-0.069 ,-0.928 ,1.421 
100632,-0.417 ,0.002 ,-0.744 ,-0.829 ,-0.940 ,1.288 
100633,-1.021 ,0.169 ,0.105 ,-3.778 ,-1.802 ,-0.049 
100634,-1.659 ,0.132 ,-1.494 ,1.979 ,0.204 ,-0.479 
100635,-1.499 ,-0.310 ,-0.738 ,2.792 ,0.415 ,-0.929 
100636,-1.415 ,-0.104 ,-0.953 ,2.515 ,0.244 ,-0.434 
100637,-1.477 ,-0.370 ,0.157 ,2.726 ,-0.090 ,-0.358 
100638,-1.735 ,-0.656 ,1.752 ,2.862 ,-0.184 ,-0.346 
100639,-2.451 ,0.737 ,0.770 ,1.694 ,-0.233 ,-0.747 
100640,-2.308 ,1.831 ,-2.223 ,0.678 ,0.293 ,-1.126 
100641,-2.295 ,1.925 ,-2.092 ,0.496 ,0.083 ,-0.966 
100642,-1.986 ,1.680 ,-2.356 ,0.788 ,-0.223 ,-0.190 
100643,-1.891 ,1.201 ,-2.850 ,1.045 ,-0.513 ,0.585 
100644,-1.929 ,0.828 ,-2.296 ,0.929 ,-0.542 ,0.325 
100645,-1.610 ,0.334 ,-1.714 ,0.938 ,-0.477 ,0.714 
100646,-1.362 ,0.105 ,-0.708 ,0.856 ,-0.973 ,1.162 
100647,-1.048 ,0.136 ,-0.455 ,0.681 ,-1.121 ,1.668 
100648,-0.884 ,0.199 ,-0.546 ,0.368 ,-0.847 ,1.368 
100649,-0.828 ,0.079 ,-0.687 ,0.051 ,-0.961 ,1.438 
100650,-0.734 ,-0.136 ,-0.596 ,-1.588 ,-1.062 ,1.015 
100651,-0.604 ,0.003 ,0.032 ,-3.289 ,-0.848 ,0.263 
100652,-1.028 ,0.229 ,0.760 ,-3.919 ,-2.158 ,-0.150 
100653,-1.840 ,0.564 ,-1.158 ,2.464 ,0.062 ,-0.441 
100654,-1.741 ,0.606 ,-1.179 ,2.524 ,0.072 ,-0.386 
100655,-1.691 ,0.783 ,-1.533 ,2.069 ,-0.001 ,-0.148 
100656,-1.935 ,0.036 ,0.965 ,2.466 ,-0.064 ,-0.592 
100657,-2.712 ,0.702 ,0.863 ,1.697 ,-0.420 ,-0.484 
100658,-2.914 ,1.509 ,-0.593 ,0.988 ,-0.437 ,-0.793 
100659,-2.585 ,1.891 ,-1.519 ,0.621 ,-0.316 ,-0.663 
100660,-2.232 ,1.800 ,-1.930 ,0.580 ,-0.368 ,-0.320 
100661,-2.014 ,1.008 ,-2.928 ,1.124 ,-0.527 ,0.676 
100662,-2.051 ,0.427 ,-1.247 ,0.908 ,-0.705 ,0.285 
100663,-1.773 ,0.127 ,-1.915 ,0.976 ,-0.506 ,0.811 
100664,-1.717 ,0.274 ,-1.047 ,1.183 ,-0.789 ,1.053 
100665,-1.573 ,0.621 ,-0.760 ,0.984 ,-1.012 ,1.391 
100666,-1.233 ,0.079 ,-0.383 ,1.196 ,-0.859 ,1.586 
100667,-0.942 ,-0.085 ,-0.074 ,0.498 ,-0.927 ,1.501 
100668,-0.542 ,0.058 ,-0.408 ,-1.317 ,-0.724 ,1.335 
100669,-0.282 ,-0.095 ,0.122 ,-2.309 ,-0.048 ,0.756 
100670,-0.852 ,-0.102 ,1.088 ,-3.318 ,-1.028 ,-0.301 
100671,-1.176 ,-0.216 ,1.131 ,-3.501 ,-2.360 ,-0.292 
100672,-2.101 ,1.286 ,-1.687 ,2.065 ,-0.189 ,-0.019 
100673,-2.134 ,1.218 ,-1.838 ,2.070 ,-0.181 ,-0.006 
100674,-2.021 ,1.250 ,-2.392 ,1.689 ,-0.061 ,-0.055 
100675,-1.955 ,0.580 ,-0.897 ,2.112 ,-0.010 ,-0.300 
100676,-2.694 ,0.474 ,0.686 ,1.777 ,-0.498 ,-0.252 
100677,-2.989 ,1.082 ,0.346 ,1.249 ,-0.772 ,-0.106 
100678,-2.670 ,1.800 ,-1.491 ,0.976 ,-0.468 ,-0.174 
100679,-2.671 ,1.872 ,-1.121 ,0.538 ,-0.748 ,-0.215 
100680,-2.355 ,1.161 ,-1.383 ,0.902 ,-0.746 ,0.075 
100681,-2.115 ,0.508 ,-1.293 ,1.014 ,-0.705 ,0.416 
100682,-1.863 ,0.183 ,-1.753 ,1.018 ,-0.498 ,0.637 
100683,-1.524 ,0.517 ,-1.556 ,1.175 ,-0.410 ,0.958 
100684,-1.515 ,0.993 ,-1.541 ,1.596 ,-0.670 ,1.581 
100685,-1.499 ,0.111 ,-0.374 ,1.504 ,-0.842 ,1.528 
100686,-1.408 ,-0.134 ,-0.195 ,0.990 ,-0.800 ,1.131 
100687,-1.244 ,0.058 ,-0.657 ,0.376 ,-0.732 ,1.044 
100688,-0.294 ,-0.098 ,-0.355 ,-0.890 ,0.211 ,0.942 
100689,-0.798 ,-0.174 ,0.244 ,-1.809 ,-0.206 ,0.710 
100690,-1.229 ,-0.372 ,0.700 ,-2.937 ,-1.392 ,0.376 
100691,-2.228 ,1.387 ,-2.128 ,1.696 ,-0.376 ,0.372 
100692,-2.000 ,1.288 ,-2.519 ,1.514 ,-0.035 ,-0.047 
100693,-1.859 ,0.887 ,-1.839 ,1.973 ,0.139 ,0.113 
100694,-2.038 ,0.441 ,0.209 ,2.047 ,-0.154 ,-0.218 
100695,-2.517 ,0.688 ,0.673 ,1.612 ,-0.484 ,-0.030 
100696,-2.855 ,1.604 ,-0.418 ,1.118 ,-0.596 ,-0.255 
100697,-2.745 ,1.888 ,-1.141 ,0.637 ,-0.687 ,-0.299 
100698,-2.509 ,1.461 ,-0.851 ,0.787 ,-0.700 ,-0.212 
100699,-2.207 ,0.946 ,-0.994 ,1.018 ,-0.587 ,0.069 
100700,-1.880 ,0.541 ,-1.437 ,0.919 ,-0.439 ,0.296 
100701,-1.656 ,0.579 ,-1.151 ,1.206 ,-0.309 ,0.740 
100702,-1.598 ,0.579 ,-1.014 ,1.614 ,-0.460 ,1.251 
100703,-1.515 ,0.193 ,-0.486 ,1.270 ,-0.499 ,1.042 
100704,-1.722 ,-0.065 ,-0.605 ,1.163 ,-0.495 ,0.778 
100705,-1.774 ,-0.009 ,-0.749 ,1.164 ,-0.554 ,0.729 
100706,-1.267 ,-0.279 ,-0.332 ,0.906 ,-0.207 ,0.640 
100707,-0.877 ,-0.273 ,0.121 ,-0.248 ,-0.125 ,1.009 
100708,-1.135 ,-0.296 ,0.706 ,-1.568 ,-1.006 ,1.094 
100709,-2.267 ,1.506 ,-1.957 ,1.599 ,-0.287 ,0.102 
100710,-2.069 ,1.176 ,-2.051 ,1.579 ,-0.005 ,0.095 
100711,-2.003 ,1.112 ,-1.470 ,1.892 ,0.203 ,-0.046 
100712,-1.781 ,0.238 ,-0.309 ,2.386 ,0.043 ,0.160 
100713,-2.319 ,0.350 ,0.642 ,1.966 ,-0.301 ,0.024 
100714,-2.711 ,1.256 ,0.303 ,1.074 ,-0.399 ,-0.360 
100715,-2.644 ,1.600 ,-1.146 ,0.892 ,-0.524 ,-0.212 
100716,-2.472 ,1.535 ,-0.794 ,0.949 ,-0.571 ,0.026 
100717,-2.041 ,1.224 ,-0.911 ,1.169 ,-0.225 ,0.103 
100718,-1.974 ,0.788 ,-1.075 ,1.088 ,-0.269 ,0.269 
100719,-2.050 ,0.844 ,-0.117 ,1.183 ,-0.363 ,0.264 
100720,-1.923 ,0.617 ,0.380 ,1.286 ,-0.334 ,0.529 
100721,-1.747 ,-0.048 ,0.010 ,1.453 ,-0.226 ,0.685 
100722,-1.782 ,-0.139 ,-0.902 ,1.404 ,-0.080 ,0.768 
100723,-1.658 ,-0.281 ,-0.554 ,1.231 ,-0.040 ,0.481 
100724,-1.348 ,-0.833 ,0.056 ,1.305 ,0.105 ,0.557 
100725,-0.989 ,-0.697 ,0.302 ,0.821 ,0.116 ,0.842 
100726,-0.866 ,-0.431 ,0.375 ,-0.504 ,-0.594 ,1.298 
100727,-1.711 ,0.148 ,0.358 ,-2.247 ,-2.326 ,1.369 
100728,-2.224 ,1.480 ,-1.689 ,1.449 ,0.120 ,0.133 
100729,-2.255 ,1.122 ,-1.408 ,1.725 ,0.137 ,0.125 
100730,-2.102 ,0.930 ,-0.851 ,1.896 ,0.285 ,-0.089 
100731,-1.968 ,0.099 ,-0.183 ,2.273 ,0.083 ,0.243 
100732,-2.296 ,0.301 ,0.518 ,1.898 ,-0.194 ,-0.025 
100733,-2.467 ,0.934 ,0.094 ,1.236 ,-0.159 ,-0.154 
100734,-2.641 ,1.428 ,0.297 ,0.653 ,-0.274 ,-0.262 
100735,-2.460 ,1.431 ,-0.629 ,1.204 ,-0.292 ,0.080 
100736,-2.184 ,1.314 ,0.514 ,1.057 ,-0.070 ,-0.048 
100737,-1.901 ,0.922 ,-1.022 ,1.314 ,0.007 ,0.326 
100738,-1.963 ,1.242 ,-0.699 ,1.043 ,-0.090 ,0.520 
100739,-2.073 ,1.106 ,0.720 ,1.167 ,-0.036 ,0.444 
100740,-1.931 ,0.147 ,1.629 ,1.417 ,0.263 ,0.514 
100741,-2.120 ,0.094 ,0.711 ,1.037 ,0.315 ,0.044 
100742,-1.856 ,-0.403 ,0.091 ,1.153 ,0.366 ,0.180 
100743,-1.581 ,-0.666 ,0.654 ,1.164 ,0.550 ,0.278 
100744,-1.399 ,-1.139 ,1.030 ,0.938 ,0.222 ,0.566 
100745,-1.165 ,-0.675 ,0.282 ,0.044 ,-0.350 ,1.106 
100746,-1.881 ,-0.025 ,0.243 ,-1.272 ,-1.621 ,0.820 
100747,-2.828 ,0.149 ,0.635 ,-2.105 ,-3.240 ,0.533 
100748,-2.574 ,0.226 ,0.217 ,-3.009 ,-3.637 ,0.358 
100749,-2.610 ,-0.050 ,0.596 ,-3.366 ,-4.125 ,-0.048 
100750,-2.209 ,1.625 ,-1.162 ,1.295 ,0.358 ,0.256 
100751,-2.190 ,1.259 ,-0.213 ,1.733 ,0.271 ,0.221 
100752,-1.966 ,0.863 ,-0.109 ,2.109 ,0.387 ,0.281 
100753,-2.123 ,0.322 ,0.236 ,2.023 ,0.152 ,0.288 
100754,-2.523 ,0.585 ,0.222 ,1.843 ,-0.100 ,0.104 
100755,-2.548 ,1.007 ,0.961 ,1.171 ,0.107 ,-0.556 
100756,-2.414 ,1.548 ,0.554 ,0.850 ,0.250 ,-0.512 
100757,-2.330 ,1.895 ,0.557 ,0.710 ,0.219 ,-0.488 
100758,-2.146 ,1.788 ,0.005 ,0.865 ,0.152 ,-0.111 
100759,-2.071 ,1.584 ,-0.213 ,0.759 ,-0.010 ,0.178 
100760,-2.085 ,1.641 ,-0.898 ,0.839 ,0.100 ,0.668 
100761,-2.194 ,1.802 ,-0.307 ,0.879 ,0.243 ,0.523 
100762,-2.113 ,1.441 ,0.646 ,0.809 ,0.544 ,0.352 
100763,-2.547 ,0.047 ,2.071 ,0.670 ,0.355 ,0.056 
100764,-2.544 ,-0.112 ,1.458 ,0.488 ,0.449 ,-0.373 
100765,-2.172 ,0.064 ,0.798 ,0.551 ,0.718 ,-0.274 
100766,-1.890 ,-0.845 ,1.123 ,0.807 ,0.452 ,0.255 
100767,-1.636 ,-0.948 ,1.095 ,0.407 ,0.026 ,0.637 
100768,-1.832 ,-0.641 ,0.534 ,-0.421 ,-0.439 ,0.541 
100769,-2.568 ,-1.135 ,1.381 ,-1.090 ,-1.721 ,-0.097 
100770,-2.449 ,1.591 ,-0.640 ,1.495 ,0.239 ,0.486 
100771,-2.303 ,1.292 ,0.598 ,2.049 ,-0.002 ,0.346 
100772,-2.120 ,1.048 ,0.797 ,1.880 ,0.278 ,0.129 
100773,-2.131 ,0.529 ,0.958 ,1.480 ,0.323 ,0.044 
100774,-2.351 ,0.708 ,0.865 ,1.639 ,0.394 ,-0.334 
100775,-2.560 ,1.013 ,0.920 ,1.618 ,0.542 ,-0.781 
100776,-2.520 ,1.678 ,0.704 ,1.304 ,0.671 ,-1.046 
100777,-2.520 ,2.159 ,0.554 ,0.963 ,0.506 ,-0.771 
100778,-2.536 ,2.624 ,0.515 ,0.378 ,0.263 ,-0.511 
100779,-2.783 ,2.519 ,0.156 ,0.475 ,-0.003 ,-0.464 
100780,-2.907 ,2.356 ,0.598 ,0.374 ,-0.012 ,-0.425 
100781,-2.875 ,1.879 ,1.193 ,0.791 ,0.135 ,0.055 
100782,-2.639 ,2.193 ,0.021 ,0.568 ,0.201 ,0.217 
100783,-2.798 ,1.203 ,0.237 ,0.594 ,0.326 ,0.231 
100784,-2.934 ,0.497 ,0.949 ,0.190 ,0.376 ,-0.197 
100785,-2.440 ,0.117 ,1.242 ,-0.032 ,0.584 ,-0.256 
100786,-1.935 ,-0.437 ,0.499 ,0.560 ,0.410 ,0.567 
100787,-1.779 ,-0.520 ,0.291 ,0.550 ,0.283 ,0.792 
100788,-1.876 ,-0.679 ,1.108 ,-0.079 ,0.197 ,0.525 
100789,-2.393 ,-1.020 ,1.111 ,-0.566 ,-0.419 ,0.217 
100790,-2.742 ,-1.299 ,1.328 ,-1.243 ,-1.459 ,-0.105 
100791,-2.488 ,-1.388 ,1.098 ,-1.759 ,-2.317 ,-0.257 
100792,-2.727 ,-1.479 ,1.807 ,-2.428 ,-3.068 ,-0.905 
100793,-3.045 ,-1.290 ,1.605 ,-2.467 ,-3.420 ,-1.096 
100794,-3.122 ,-0.696 ,1.930 ,-2.702 ,-3.651 ,-0.962 
100795,-2.595 ,1.070 ,-0.154 ,1.365 ,-0.347 ,0.962 
100796,-2.569 ,0.814 ,0.677 ,1.870 ,-0.283 ,0.629 
100797,-2.494 ,0.780 ,0.948 ,1.849 ,0.071 ,0.072 
100798,-2.315 ,0.512 ,1.295 ,1.402 ,0.302 ,-0.183 
100799,-2.633 ,0.305 ,1.272 ,1.786 ,0.397 ,-0.514 
100800,-2.792 ,0.761 ,1.036 ,1.727 ,0.543 ,-0.744 
100801,-2.939 ,1.788 ,0.571 ,1.650 ,0.758 ,-1.152 
100802,-3.058 ,2.260 ,0.535 ,1.219 ,0.562 ,-0.961 
100803,-3.005 ,3.208 ,-0.214 ,0.737 ,0.306 ,-0.665 
100804,-3.214 ,3.133 ,-0.588 ,0.580 ,0.046 ,-0.426 
100805,-3.184 ,2.596 ,-0.680 ,0.354 ,-0.041 ,-0.443 
100806,-2.935 ,2.416 ,-0.803 ,0.347 ,-0.046 ,-0.051 
100807,-2.904 ,2.080 ,-0.486 ,0.546 ,-0.038 ,0.194 
100808,-3.117 ,1.105 ,0.541 ,0.829 ,0.134 ,0.146 
100809,-3.022 ,0.465 ,0.523 ,0.593 ,0.407 ,-0.068 
100810,-2.583 ,0.038 ,1.255 ,0.201 ,0.502 ,0.122 
100811,-2.200 ,-0.253 ,1.836 ,0.184 ,0.230 ,0.417 
100812,-2.079 ,0.022 ,0.367 ,0.171 ,0.146 ,0.665 
100813,-2.109 ,-0.050 ,0.036 ,-0.028 ,0.531 ,0.599 
100814,-2.555 ,-0.682 ,1.312 ,-0.403 ,0.278 ,0.010 
100815,-2.627 ,-1.228 ,1.302 ,-0.996 ,-0.141 ,0.109 
100816,-2.557 ,-1.195 ,-0.082 ,-1.365 ,-0.624 ,0.257 
100817,-2.844 ,-1.603 ,1.395 ,-1.747 ,-1.131 ,-0.279 
100818,-2.889 ,-1.713 ,1.446 ,-2.139 ,-1.644 ,-0.864 
100819,-3.014 ,-1.491 ,2.165 ,-2.778 ,-2.908 ,-1.343 
100820,-2.915 ,-1.237 ,1.012 ,-2.605 ,-3.254 ,-0.944 
100821,-2.649 ,-1.057 ,2.295 ,-3.605 ,-3.333 ,-0.698 
100822,-2.745 ,-0.320 ,2.350 ,-4.252 ,-4.199 ,-0.434 
100823,-2.674 ,0.987 ,-0.090 ,0.550 ,-1.256 ,1.577 
100824,-2.749 ,0.505 ,0.675 ,1.292 ,-0.964 ,1.279 
100825,-2.746 ,0.181 ,1.076 ,1.792 ,-0.463 ,0.746 
100826,-2.718 ,0.321 ,0.840 ,1.861 ,-0.143 ,0.228 
100827,-2.948 ,0.347 ,1.461 ,1.792 ,0.154 ,-0.718 
100828,-3.068 ,1.101 ,0.693 ,1.844 ,0.564 ,-1.114 
100829,-3.258 ,2.088 ,0.268 ,1.791 ,0.855 ,-1.266 
100830,-3.324 ,2.359 ,-0.330 ,1.441 ,0.731 ,-0.882 
100831,-3.229 ,3.181 ,-1.257 ,1.050 ,0.429 ,-0.734 
100832,-3.339 ,3.317 ,-1.368 ,0.528 ,0.148 ,-0.606 
100833,-3.199 ,2.841 ,-1.471 ,0.373 ,-0.037 ,-0.360 
100834,-3.113 ,2.292 ,-0.925 ,0.433 ,-0.347 ,0.154 
100835,-3.180 ,1.742 ,0.104 ,0.681 ,-0.464 ,0.221 
100836,-3.214 ,1.094 ,0.704 ,0.824 ,-0.005 ,-0.097 
100837,-3.182 ,0.495 ,1.090 ,0.882 ,0.396 ,-0.383 
100838,-3.171 ,0.277 ,1.784 ,1.054 ,0.289 ,-0.128 
100839,-3.062 ,-0.913 ,3.238 ,1.140 ,-0.237 ,0.116 
100840,-2.439 ,0.136 ,1.079 ,-0.221 ,-0.086 ,0.272 
100841,-2.318 ,0.393 ,-0.105 ,-0.382 ,0.644 ,0.391 
100842,-2.766 ,-0.580 ,0.863 ,-0.030 ,0.572 ,0.190 
100843,-2.915 ,-1.163 ,2.134 ,-0.962 ,0.175 ,-0.018 
100844,-2.681 ,-1.038 ,-0.046 ,-1.512 ,0.161 ,0.164 
100845,-2.955 ,-1.380 ,1.188 ,-1.574 ,-0.018 ,-0.210 
100846,-3.100 ,-1.559 ,1.486 ,-1.794 ,-0.098 ,-0.502 
100847,-2.836 ,-1.591 ,1.541 ,-2.395 ,-1.394 ,-0.983 
100848,-2.782 ,-1.679 ,1.184 ,-2.983 ,-2.386 ,-1.280 
100849,-2.449 ,-1.437 ,1.935 ,-3.609 ,-2.717 ,-0.912 
100850,-2.798 ,0.585 ,0.875 ,0.922 ,-1.181 ,1.434 
100851,-2.957 ,0.635 ,0.638 ,1.193 ,-0.677 ,0.781 
100852,-3.309 ,0.656 ,0.726 ,1.703 ,-0.157 ,-0.430 
100853,-3.538 ,1.375 ,0.372 ,1.740 ,0.339 ,-1.050 
100854,-3.444 ,2.284 ,-0.453 ,1.703 ,0.639 ,-0.900 
100855,-3.503 ,2.668 ,-0.669 ,1.391 ,0.664 ,-1.018 
100856,-3.411 ,3.361 ,-1.417 ,0.863 ,0.432 ,-0.805 
100857,-3.367 ,3.521 ,-1.368 ,0.377 ,0.058 ,-0.667 
100858,-3.317 ,2.987 ,-1.093 ,0.583 ,-0.287 ,-0.259 
100859,-3.310 ,2.167 ,-0.554 ,0.777 ,-0.729 ,0.088 
100860,-3.037 ,1.581 ,-0.399 ,0.556 ,-0.696 ,0.429 
100861,-3.168 ,1.226 ,0.252 ,0.681 ,-0.127 ,0.066 
100862,-3.316 ,0.916 ,0.626 ,1.165 ,0.355 ,-0.398 
100863,-3.642 ,1.340 ,0.832 ,1.369 ,0.406 ,-0.612 
100864,-3.683 ,0.698 ,1.541 ,0.980 ,-0.072 ,-0.280 
100865,-3.367 ,0.115 ,1.894 ,0.328 ,-0.274 ,0.032 
100866,-2.460 ,1.028 ,-0.676 ,-0.587 ,0.740 ,0.348 
100867,-2.979 ,0.090 ,0.715 ,-0.282 ,0.701 ,0.104 
100868,-3.052 ,-1.013 ,2.229 ,-0.689 ,0.493 ,0.102 
100869,-2.653 ,-1.168 ,0.459 ,-1.195 ,0.870 ,-0.125 
100870,-2.840 ,-0.837 ,0.728 ,-1.722 ,0.862 ,-0.358 
100871,-3.193 ,-1.016 ,1.326 ,-1.704 ,0.357 ,-0.228 
100872,-2.807 ,-1.397 ,0.697 ,-1.742 ,0.129 ,-0.041 
100873,-2.640 ,-1.418 ,0.449 ,-2.474 ,-1.160 ,-0.478 
100874,-2.733 ,-1.272 ,0.814 ,-2.977 ,-2.954 ,-0.701 
100875,-2.953 ,1.474 ,-0.349 ,-0.029 ,-1.388 ,1.353 
100876,-3.393 ,1.242 ,-0.445 ,0.591 ,-0.908 ,0.472 
100877,-3.596 ,1.279 ,-0.008 ,0.903 ,-0.218 ,-0.170 
100878,-3.554 ,2.360 ,-0.822 ,0.863 ,0.084 ,-0.318 
100879,-3.547 ,3.219 ,-1.342 ,0.916 ,0.278 ,-0.685 
100880,-3.714 ,3.421 ,-1.342 ,0.890 ,0.025 ,-0.663 
100881,-3.245 ,3.769 ,-1.781 ,0.046 ,-0.369 ,-0.116 
100882,-3.077 ,3.127 ,-1.355 ,0.343 ,-0.778 ,0.424 
100883,-3.385 ,1.803 ,-0.516 ,0.907 ,-1.110 ,0.509 
100884,-3.401 ,1.166 ,0.092 ,0.713 ,-1.013 ,0.394 
100885,-3.294 ,0.995 ,0.401 ,0.632 ,-0.348 ,0.098 
100886,-3.385 ,1.164 ,0.197 ,1.081 ,0.251 ,-0.431 
100887,-3.639 ,1.601 ,0.322 ,1.070 ,0.313 ,-0.512 
100888,-3.812 ,1.685 ,0.420 ,0.576 ,0.016 ,-0.251 
100889,-3.528 ,1.396 ,0.255 ,-0.006 ,0.067 ,0.115 
100890,-2.658 ,1.700 ,-0.831 ,-0.680 ,0.720 ,0.564 
100891,-3.203 ,0.863 ,0.519 ,-0.217 ,0.626 ,0.193 
100892,-3.190 ,-0.658 ,2.048 ,-0.427 ,0.704 ,0.177 
100893,-2.810 ,-1.054 ,1.256 ,-0.947 ,1.176 ,-0.183 
100894,-2.947 ,-0.516 ,0.965 ,-1.774 ,1.424 ,-0.444 
100895,-3.311 ,-0.485 ,1.215 ,-1.885 ,0.993 ,-0.375 
100896,-2.807 ,-1.226 ,0.719 ,-1.850 ,0.623 ,-0.002 
100897,-2.842 ,-1.368 ,0.115 ,-2.346 ,-0.257 ,-0.066 
100898,-3.042 ,-1.202 ,-0.133 ,-2.673 ,-2.775 ,-0.745 
100899,-3.127 ,1.190 ,-1.026 ,-0.541 ,-1.561 ,1.238 
100900,-3.533 ,1.131 ,-0.612 ,0.470 ,-1.156 ,0.604 
100901,-3.506 ,2.406 ,-1.131 ,0.210 ,-0.609 ,0.432 
100902,-3.233 ,3.620 ,-2.225 ,-0.167 ,-0.261 ,0.305 
100903,-3.670 ,3.479 ,-1.705 ,0.498 ,-0.727 ,-0.119 
100904,-2.936 ,3.366 ,-2.162 ,-0.525 ,-0.930 ,0.778 
100905,-2.687 ,2.761 ,-1.563 ,-0.175 ,-1.215 ,1.251 
100906,-3.350 ,1.468 ,-0.068 ,0.789 ,-1.387 ,0.745 
100907,-3.545 ,0.846 ,0.613 ,1.002 ,-1.312 ,0.393 
100908,-3.298 ,0.682 ,0.570 ,0.769 ,-0.593 ,0.363 
100909,-3.342 ,0.696 ,0.652 ,0.903 ,-0.028 ,-0.016 
100910,-3.449 ,1.020 ,0.613 ,0.908 ,0.115 ,-0.034 
100911,-3.258 ,1.118 ,-0.254 ,0.660 ,0.094 ,0.556 
100912,-3.164 ,1.071 ,-0.373 ,0.196 ,0.225 ,0.741 
100913,-2.433 ,1.663 ,-1.236 ,-0.714 ,0.720 ,1.029 
100914,-3.158 ,1.070 ,0.481 ,-0.064 ,0.556 ,0.501 
100915,-3.137 ,-1.054 ,2.496 ,0.179 ,0.768 ,0.074 
100916,-2.788 ,-1.584 ,2.162 ,-0.543 ,1.195 ,-0.111 
100917,-2.928 ,-0.501 ,0.962 ,-1.589 ,1.741 ,-0.439 
100918,-3.291 ,-0.767 ,1.406 ,-1.560 ,1.215 ,-0.358 
100919,-2.904 ,-0.788 ,0.597 ,-2.332 ,1.008 ,-0.155 
100920,-3.062 ,-0.997 ,-0.097 ,-2.420 ,0.213 ,-0.055 
100921,-3.321 ,-0.905 ,0.191 ,-2.752 ,-1.934 ,-0.692 
100922,-2.906 ,1.095 ,-1.487 ,-1.352 ,-2.092 ,1.853 
100923,-3.154 ,1.700 ,-1.519 ,-0.933 ,-1.640 ,1.417 
100924,-3.081 ,3.008 ,-2.127 ,-0.970 ,-1.081 ,1.241 
100925,-3.005 ,3.197 ,-2.608 ,-1.208 ,-0.987 ,1.087 
100926,-3.081 ,2.903 ,-2.458 ,-0.806 ,-1.195 ,1.091 
100927,-2.890 ,2.658 ,-2.049 ,-0.844 ,-1.408 ,1.359 
100928,-2.639 ,1.969 ,-1.428 ,-0.587 ,-1.592 ,1.712 
100929,-2.691 ,1.305 ,-0.751 ,0.251 ,-1.598 ,1.531 
100930,-2.735 ,0.958 ,-0.334 ,0.398 ,-1.377 ,1.262 
100931,-2.798 ,0.524 ,-0.146 ,0.627 ,-0.980 ,1.264 
100932,-2.758 ,0.374 ,0.170 ,0.487 ,-0.386 ,0.971 
