Gridcode,PCA1,PCA2,PCA3,PCA4,PCA5,PCA6
100340,1.877 ,-4.852 ,0.404 ,1.071 ,-0.278 ,0.585 
100341,1.699 ,-3.957 ,-0.509 ,-0.029 ,-0.261 ,0.859 
100342,1.481 ,-3.640 ,-1.127 ,-0.098 ,0.099 ,1.111 
100343,1.287 ,-2.916 ,-1.104 ,-0.406 ,-0.219 ,0.957 
100344,1.220 ,-2.432 ,-1.167 ,-0.410 ,-0.862 ,0.644 
100345,1.630 ,-1.979 ,-1.491 ,-0.312 ,-0.325 ,-0.760 
100346,1.872 ,-1.398 ,-1.446 ,-0.464 ,0.099 ,-0.899 
100347,2.272 ,-0.971 ,-1.148 ,-0.674 ,0.425 ,-0.735 
100348,2.764 ,-0.699 ,-0.330 ,-1.351 ,0.640 ,-0.881 
100349,2.695 ,-0.632 ,-0.504 ,-1.133 ,0.265 ,-0.920 
100350,2.737 ,-0.490 ,-0.799 ,-0.913 ,0.036 ,-0.824 
100351,3.088 ,-0.277 ,-0.424 ,-0.633 ,0.202 ,-0.748 
100352,3.393 ,-0.311 ,-0.396 ,0.352 ,0.264 ,-0.633 
100353,3.485 ,-0.540 ,-0.270 ,0.794 ,0.106 ,-0.675 
100354,3.426 ,-0.676 ,0.175 ,1.204 ,-0.295 ,-0.860 
100355,3.391 ,-0.888 ,0.642 ,1.659 ,-0.948 ,-1.048 
100356,3.355 ,-1.023 ,1.053 ,1.791 ,-1.485 ,-1.318 
100357,1.634 ,-5.296 ,3.375 ,2.907 ,1.020 ,1.127 
100358,1.904 ,-5.935 ,3.696 ,2.829 ,1.283 ,0.853 
100359,1.982 ,-6.764 ,5.017 ,3.641 ,0.731 ,0.199 
100360,1.990 ,-6.760 ,4.592 ,3.718 ,0.600 ,-0.807 
100361,1.295 ,-5.004 ,2.006 ,2.182 ,0.357 ,0.374 
100362,1.389 ,-4.202 ,-0.520 ,0.628 ,0.198 ,0.788 
100363,1.401 ,-3.841 ,-0.994 ,-0.012 ,0.093 ,0.961 
100364,1.037 ,-3.036 ,-1.286 ,-0.046 ,-0.415 ,1.039 
100365,0.808 ,-2.460 ,-1.634 ,-0.346 ,-0.925 ,1.020 
100366,1.198 ,-2.045 ,-1.897 ,-0.331 ,-0.210 ,-0.487 
100367,1.521 ,-1.647 ,-1.775 ,-0.311 ,0.217 ,-0.890 
100368,1.546 ,-1.280 ,-1.586 ,-0.038 ,0.266 ,-0.805 
100369,2.048 ,-1.034 ,-0.685 ,-0.823 ,0.281 ,-0.963 
100370,2.153 ,-0.854 ,-0.595 ,-0.950 ,0.096 ,-0.988 
100371,2.318 ,-0.790 ,-0.688 ,-0.951 ,-0.126 ,-0.996 
100372,2.661 ,-0.708 ,-0.402 ,-0.919 ,0.095 ,-0.926 
100373,2.779 ,-0.628 ,-0.448 ,-0.299 ,0.062 ,-0.796 
100374,2.874 ,-0.738 ,-0.539 ,0.012 ,0.200 ,-0.759 
100375,2.932 ,-0.774 ,-0.486 ,0.576 ,0.013 ,-0.778 
100376,3.026 ,-0.840 ,0.018 ,1.199 ,-0.580 ,-1.027 
100377,3.052 ,-1.052 ,0.315 ,1.515 ,-1.015 ,-1.176 
100378,1.171 ,-4.690 ,3.151 ,2.742 ,1.281 ,0.925 
100379,0.932 ,-4.597 ,3.359 ,2.761 ,0.818 ,0.760 
100380,0.684 ,-3.771 ,1.711 ,1.805 ,0.698 ,0.904 
100381,0.512 ,-3.170 ,0.784 ,1.152 ,0.536 ,0.549 
100382,0.839 ,-3.518 ,-0.166 ,0.993 ,0.768 ,0.102 
100383,0.900 ,-3.381 ,-0.548 ,0.816 ,0.638 ,-0.274 
100384,0.989 ,-2.857 ,-1.544 ,0.036 ,0.020 ,-0.147 
100385,0.778 ,-2.433 ,-1.980 ,-0.162 ,-0.152 ,0.059 
100386,0.916 ,-2.186 ,-2.376 ,-0.325 ,0.108 ,-0.533 
100387,1.018 ,-1.978 ,-2.103 ,-0.136 ,0.127 ,-0.686 
100388,0.982 ,-1.565 ,-1.843 ,0.349 ,0.139 ,-0.739 
100389,1.175 ,-1.484 ,-1.825 ,0.092 ,0.229 ,-0.872 
100390,1.410 ,-1.409 ,-1.587 ,-0.412 ,0.368 ,-0.919 
100391,1.773 ,-1.211 ,-1.094 ,-0.927 ,0.062 ,-0.959 
100392,2.146 ,-0.990 ,-0.803 ,-1.075 ,0.037 ,-0.910 
100393,2.351 ,-0.899 ,-0.724 ,-0.948 ,0.237 ,-0.830 
100394,2.448 ,-0.805 ,-0.690 ,-0.847 ,0.327 ,-0.825 
100395,2.730 ,-0.665 ,-0.562 ,-0.479 ,0.139 ,-0.852 
100396,2.743 ,-0.674 ,-0.271 ,0.343 ,-0.366 ,-1.025 
100397,2.655 ,-0.683 ,-0.235 ,1.028 ,-0.872 ,-1.128 
100398,2.584 ,-1.004 ,0.095 ,1.665 ,-1.330 ,-1.271 
100399,2.425 ,-1.173 ,0.579 ,1.905 ,-2.073 ,-1.554 
100400,-0.031 ,-1.499 ,-0.534 ,0.766 ,0.976 ,1.094 
100401,-0.068 ,-2.158 ,1.054 ,1.426 ,0.477 ,0.283 
100402,0.185 ,-2.653 ,0.670 ,1.203 ,0.663 ,0.336 
100403,0.654 ,-2.967 ,-0.948 ,0.560 ,0.880 ,-0.310 
100404,0.811 ,-2.826 ,-1.441 ,0.308 ,0.646 ,-0.661 
100405,0.829 ,-2.535 ,-1.957 ,-0.283 ,0.732 ,-0.522 
100406,0.687 ,-2.179 ,-2.466 ,-0.444 ,0.564 ,-0.481 
100407,0.733 ,-2.058 ,-2.294 ,-0.369 ,0.099 ,-0.538 
100408,0.754 ,-1.586 ,-2.195 ,0.023 ,-0.106 ,-0.643 
100409,0.811 ,-1.714 ,-2.140 ,0.234 ,0.091 ,-0.753 
100410,0.920 ,-1.795 ,-2.003 ,-0.137 ,0.390 ,-0.780 
100411,1.196 ,-1.323 ,-1.760 ,-0.754 ,-0.032 ,-0.796 
100412,1.536 ,-1.214 ,-1.396 ,-0.945 ,0.212 ,-0.794 
100413,1.747 ,-1.175 ,-1.261 ,-1.198 ,0.621 ,-0.771 
100414,2.017 ,-0.909 ,-1.127 ,-1.483 ,0.531 ,-0.739 
100415,2.318 ,-0.559 ,-0.800 ,-1.266 ,0.241 ,-0.767 
100416,2.394 ,-0.513 ,-0.665 ,-0.369 ,-0.191 ,-0.831 
100417,2.388 ,-0.484 ,-0.675 ,0.480 ,-0.563 ,-0.895 
100418,2.283 ,-0.495 ,-0.357 ,1.433 ,-1.274 ,-1.057 
100419,2.246 ,-0.761 ,0.740 ,1.601 ,-2.249 ,-1.449 
100420,-0.665 ,-1.743 ,1.529 ,1.729 ,0.029 ,0.325 
100421,-0.450 ,-1.843 ,0.892 ,1.509 ,0.501 ,0.019 
100422,0.314 ,-2.441 ,-0.728 ,0.778 ,1.481 ,-0.418 
100423,0.533 ,-2.552 ,-1.445 ,0.174 ,1.398 ,-0.519 
100424,0.577 ,-2.226 ,-2.137 ,-0.362 ,0.962 ,-0.501 
100425,0.708 ,-1.729 ,-2.181 ,-0.439 ,0.292 ,-0.385 
100426,0.546 ,-1.455 ,-2.037 ,-0.132 ,-0.130 ,-0.605 
100427,0.664 ,-1.669 ,-2.163 ,-0.119 ,-0.079 ,-0.607 
100428,0.577 ,-1.908 ,-2.299 ,-0.012 ,0.105 ,-0.699 
100429,0.811 ,-1.589 ,-2.101 ,-0.441 ,0.322 ,-0.775 
100430,1.043 ,-1.427 ,-1.770 ,-0.764 ,0.689 ,-0.728 
100431,1.251 ,-1.339 ,-1.651 ,-1.109 ,0.921 ,-0.724 
100432,1.638 ,-1.001 ,-1.342 ,-1.702 ,0.577 ,-0.820 
100433,1.906 ,-0.784 ,-1.082 ,-1.401 ,0.204 ,-0.844 
100434,1.995 ,-0.576 ,-0.834 ,-0.647 ,-0.180 ,-0.891 
100435,2.108 ,-0.382 ,-0.598 ,-0.164 ,-0.735 ,-0.998 
100436,2.023 ,-0.216 ,-0.370 ,0.651 ,-1.468 ,-1.070 
100437,-1.020 ,-1.403 ,1.273 ,1.789 ,0.099 ,-0.031 
100438,-0.416 ,-1.686 ,0.552 ,1.293 ,0.905 ,-0.181 
100439,-0.055 ,-1.770 ,-0.990 ,0.508 ,1.292 ,-0.160 
100440,0.343 ,-2.143 ,-1.763 ,-0.001 ,1.039 ,-0.517 
100441,0.461 ,-1.912 ,-1.455 ,0.157 ,0.646 ,-0.614 
100442,0.481 ,-1.657 ,-1.810 ,-0.017 ,0.176 ,-0.694 
100443,0.482 ,-1.720 ,-1.921 ,-0.115 ,0.013 ,-0.702 
100444,0.515 ,-1.794 ,-2.156 ,-0.194 ,0.105 ,-0.748 
100445,0.408 ,-1.707 ,-2.419 ,-0.162 ,0.366 ,-0.768 
100446,0.601 ,-1.557 ,-2.232 ,-0.703 ,0.562 ,-0.754 
100447,0.809 ,-1.487 ,-1.892 ,-0.758 ,0.779 ,-0.803 
100448,1.376 ,-1.094 ,-1.335 ,-1.270 ,0.507 ,-0.867 
100449,1.649 ,-0.909 ,-1.100 ,-1.252 ,0.131 ,-0.978 
100450,1.767 ,-0.815 ,-0.917 ,-0.690 ,-0.266 ,-1.013 
100451,1.886 ,-0.650 ,-0.457 ,-0.110 ,-0.838 ,-1.092 
100452,1.730 ,-0.510 ,-0.437 ,0.640 ,-1.575 ,-1.101 
100453,1.566 ,-0.045 ,0.132 ,0.866 ,-2.475 ,-1.257 
100454,-0.271 ,-2.087 ,-1.447 ,1.235 ,0.868 ,0.241 
100455,-0.628 ,-1.463 ,-1.451 ,1.213 ,0.624 ,0.417 
100456,-0.684 ,-1.208 ,-2.116 ,1.076 ,0.427 ,0.359 
100457,-0.854 ,-1.476 ,-2.240 ,1.516 ,0.669 ,0.282 
100458,-1.181 ,-1.421 ,-1.077 ,1.840 ,0.613 ,0.067 
100459,-1.258 ,-0.961 ,-0.197 ,1.305 ,0.532 ,0.027 
100460,-1.090 ,-0.302 ,-1.215 ,0.430 ,0.735 ,0.273 
100461,-0.830 ,-0.761 ,-1.169 ,0.528 ,0.627 ,0.011 
100462,-0.237 ,-1.452 ,-0.774 ,0.998 ,0.668 ,-0.352 
100463,0.203 ,-1.742 ,-1.486 ,0.400 ,0.424 ,-0.629 
100464,0.126 ,-1.813 ,-1.933 ,0.068 ,0.327 ,-0.774 
100465,0.177 ,-1.751 ,-2.224 ,-0.286 ,0.350 ,-0.813 
100466,0.191 ,-1.594 ,-2.402 ,-0.683 ,0.416 ,-0.692 
100467,0.159 ,-1.718 ,-2.473 ,-0.681 ,0.459 ,-0.733 
100468,0.454 ,-1.662 ,-2.127 ,-0.733 ,0.621 ,-0.899 
100469,0.901 ,-1.341 ,-1.531 ,-0.983 ,0.575 ,-0.872 
100470,1.304 ,-1.028 ,-1.155 ,-1.110 ,0.130 ,-1.002 
100471,1.564 ,-0.956 ,-0.699 ,-0.789 ,-0.312 ,-1.150 
100472,-0.974 ,-1.240 ,-0.270 ,1.700 ,0.326 ,0.220 
100473,-1.007 ,-0.959 ,-0.784 ,1.533 ,0.499 ,0.172 
100474,-1.023 ,-1.124 ,-1.159 ,1.595 ,0.556 ,0.191 
100475,-1.233 ,-1.066 ,-1.132 ,1.606 ,0.513 ,0.194 
100476,-1.672 ,-0.472 ,-1.415 ,1.314 ,0.417 ,0.379 
100477,-1.688 ,0.242 ,-2.470 ,0.542 ,0.640 ,0.635 
100478,-1.467 ,0.237 ,-2.162 ,0.287 ,0.578 ,0.462 
100479,-1.218 ,-0.331 ,-1.274 ,0.530 ,0.541 ,0.137 
100480,-0.346 ,-1.297 ,-1.805 ,0.525 ,0.338 ,-0.422 
100481,-0.235 ,-1.539 ,-2.183 ,0.132 ,0.247 ,-0.704 
100482,-0.133 ,-1.638 ,-2.300 ,-0.221 ,0.262 ,-0.705 
100483,-0.059 ,-1.446 ,-2.419 ,-0.500 ,0.310 ,-0.673 
100484,-0.129 ,-1.760 ,-2.227 ,-0.457 ,0.461 ,-0.811 
100485,0.088 ,-1.780 ,-2.061 ,-0.611 ,0.689 ,-0.966 
100486,0.491 ,-1.575 ,-1.705 ,-0.759 ,0.565 ,-0.893 
100487,0.987 ,-1.284 ,-1.141 ,-0.999 ,0.122 ,-1.052 
100488,1.250 ,-1.079 ,-0.530 ,-0.605 ,-0.450 ,-1.194 
100489,1.537 ,-0.862 ,-0.004 ,-0.510 ,-1.258 ,-1.373 
100490,-0.902 ,-1.044 ,-1.081 ,1.405 ,0.985 ,0.171 
100491,-1.187 ,-0.968 ,-0.850 ,1.851 ,1.358 ,0.294 
100492,-1.441 ,-0.757 ,-0.770 ,1.813 ,0.945 ,0.281 
100493,-1.795 ,-0.051 ,-1.069 ,1.350 ,0.201 ,0.460 
100494,-1.992 ,0.631 ,-1.787 ,0.750 ,0.403 ,0.620 
100495,-1.862 ,0.506 ,-2.599 ,0.530 ,0.651 ,0.648 
100496,-1.646 ,0.087 ,-2.117 ,0.668 ,0.758 ,0.434 
100497,-0.874 ,-0.549 ,-2.226 ,0.428 ,0.545 ,-0.101 
100498,-0.580 ,-1.118 ,-2.565 ,0.131 ,0.114 ,-0.374 
100499,-0.483 ,-1.388 ,-2.323 ,0.176 ,-0.045 ,-0.549 
100500,-0.363 ,-1.458 ,-2.335 ,-0.011 ,0.209 ,-0.659 
100501,-0.251 ,-1.687 ,-2.280 ,-0.214 ,0.517 ,-0.858 
100502,-0.156 ,-1.691 ,-2.190 ,-0.473 ,0.660 ,-0.947 
100503,0.166 ,-1.499 ,-1.804 ,-0.755 ,0.434 ,-1.003 
100504,0.740 ,-1.414 ,-1.353 ,-0.923 ,-0.075 ,-1.074 
100505,0.984 ,-1.179 ,-0.850 ,-0.556 ,-0.523 ,-1.171 
100506,1.152 ,-0.827 ,-0.408 ,-0.202 ,-1.313 ,-1.275 
100507,0.526 ,0.333 ,-0.134 ,-1.168 ,-3.152 ,-1.271 
100508,-1.310 ,-1.133 ,-0.846 ,2.146 ,1.864 ,0.184 
100509,-1.493 ,-1.047 ,-0.874 ,2.147 ,1.497 ,0.122 
100510,-1.785 ,-0.127 ,-0.596 ,1.606 ,0.418 ,0.200 
100511,-1.960 ,0.443 ,-1.623 ,0.977 ,0.292 ,0.372 
100512,-2.046 ,0.409 ,-2.186 ,0.777 ,0.537 ,0.498 
100513,-2.028 ,0.232 ,-1.671 ,0.886 ,0.942 ,0.524 
100514,-1.405 ,-0.114 ,-2.584 ,0.611 ,0.870 ,0.379 
100515,-1.216 ,-0.466 ,-1.700 ,0.798 ,0.618 ,0.092 
100516,-0.711 ,-0.929 ,-2.053 ,0.400 ,0.273 ,-0.278 
100517,-0.423 ,-1.252 ,-2.124 ,0.289 ,0.391 ,-0.499 
100518,-0.356 ,-1.366 ,-2.176 ,-0.064 ,0.567 ,-0.740 
100519,-0.324 ,-1.404 ,-2.235 ,-0.480 ,0.535 ,-0.789 
100520,-0.129 ,-1.304 ,-2.080 ,-0.631 ,0.228 ,-0.971 
100521,0.433 ,-1.254 ,-1.507 ,-0.982 ,-0.209 ,-1.165 
100522,0.632 ,-1.110 ,-1.253 ,-0.646 ,-0.415 ,-1.065 
100523,0.762 ,-0.734 ,-0.825 ,-0.591 ,-0.890 ,-1.147 
100524,-1.094 ,-1.115 ,-0.718 ,2.309 ,1.593 ,0.060 
100525,-1.386 ,-1.075 ,-0.090 ,2.661 ,1.367 ,0.058 
100526,-1.554 ,-0.451 ,-0.141 ,1.991 ,0.525 ,0.012 
100527,-1.891 ,-0.064 ,-0.574 ,1.728 ,0.368 ,0.131 
100528,-1.908 ,-0.242 ,-1.326 ,1.369 ,0.886 ,0.254 
100529,-2.058 ,-0.211 ,-1.329 ,1.060 ,1.280 ,0.334 
100530,-1.755 ,-0.088 ,-1.824 ,0.632 ,1.380 ,0.413 
100531,-1.562 ,-0.315 ,-2.080 ,0.716 ,0.921 ,0.259 
100532,-1.494 ,-0.767 ,-0.852 ,1.264 ,0.571 ,0.244 
100533,-0.769 ,-1.023 ,-1.439 ,0.952 ,0.686 ,-0.154 
100534,-0.305 ,-1.191 ,-2.061 ,0.197 ,0.524 ,-0.554 
100535,-0.405 ,-1.074 ,-2.048 ,-0.279 ,0.480 ,-0.641 
100536,-0.368 ,-1.118 ,-2.031 ,-0.548 ,0.122 ,-0.884 
100537,-0.102 ,-0.952 ,-1.647 ,-0.812 ,-0.108 ,-1.127 
100538,0.208 ,-0.882 ,-1.454 ,-0.753 ,-0.289 ,-1.065 
100539,0.338 ,-0.507 ,-1.162 ,-0.927 ,-0.752 ,-1.142 
100540,0.309 ,-0.211 ,-0.977 ,-1.185 ,-1.329 ,-1.092 
100541,0.349 ,0.485 ,-0.170 ,-1.854 ,-2.696 ,-1.062 
100542,-0.569 ,-1.058 ,-1.617 ,1.236 ,0.894 ,0.198 
100543,-0.820 ,-0.996 ,-1.313 ,1.640 ,1.248 ,-0.097 
100544,-1.048 ,-0.837 ,-0.869 ,2.220 ,1.334 ,0.100 
100545,-1.397 ,-0.554 ,-0.607 ,2.430 ,1.177 ,0.103 
100546,-1.414 ,-0.408 ,-0.285 ,1.995 ,0.744 ,-0.124 
100547,-1.914 ,-1.105 ,1.026 ,2.805 ,0.891 ,-0.114 
100548,-2.083 ,-1.232 ,0.401 ,2.199 ,1.093 ,-0.071 
100549,-2.112 ,-0.806 ,-0.519 ,1.348 ,1.458 ,0.163 
100550,-1.865 ,-0.067 ,-1.459 ,0.528 ,1.230 ,0.337 
100551,-1.743 ,-0.269 ,-2.456 ,0.738 ,0.601 ,0.291 
100552,-1.315 ,-0.388 ,-2.004 ,0.884 ,0.505 ,0.146 
100553,-0.469 ,-0.749 ,-2.078 ,0.392 ,0.466 ,-0.317 
100554,-0.501 ,-0.777 ,-1.959 ,0.094 ,0.392 ,-0.548 
100555,-0.536 ,-0.871 ,-1.985 ,-0.281 ,0.081 ,-0.731 
100556,-0.384 ,-0.748 ,-1.786 ,-0.787 ,-0.088 ,-1.048 
100557,-0.270 ,-0.592 ,-1.887 ,-0.659 ,-0.455 ,-1.164 
100558,-0.036 ,-0.522 ,-1.488 ,-0.714 ,-0.863 ,-1.194 
100559,0.451 ,-0.019 ,-0.195 ,-1.857 ,-1.762 ,-1.285 
100560,0.361 ,0.069 ,0.301 ,-1.532 ,-2.689 ,-1.367 
100561,-0.736 ,-0.902 ,-2.067 ,0.883 ,0.740 ,-0.017 
100562,-1.055 ,-0.706 ,-2.043 ,1.135 ,0.857 ,-0.240 
100563,-0.809 ,-0.625 ,-1.838 ,1.235 ,0.720 ,-0.186 
100564,-1.134 ,-0.758 ,-1.279 ,1.876 ,1.081 ,-0.255 
100565,-1.201 ,-0.910 ,-0.679 ,2.321 ,1.386 ,-0.218 
100566,-1.184 ,-1.469 ,0.816 ,2.966 ,1.505 ,-0.186 
100567,-1.679 ,-2.128 ,2.127 ,3.208 ,0.856 ,-0.213 
100568,-2.280 ,-1.553 ,0.882 ,2.381 ,1.066 ,-0.097 
100569,-2.568 ,-0.281 ,-0.498 ,1.359 ,1.005 ,0.354 
100570,-2.230 ,0.684 ,-1.865 ,0.507 ,0.791 ,0.587 
100571,-1.741 ,0.446 ,-3.160 ,0.322 ,0.536 ,0.424 
100572,-1.596 ,-0.051 ,-1.465 ,0.960 ,0.665 ,0.337 
100573,-0.791 ,-0.613 ,-2.396 ,0.038 ,0.447 ,-0.418 
100574,-0.847 ,-0.642 ,-2.203 ,-0.326 ,0.083 ,-0.627 
100575,-0.753 ,-0.512 ,-2.221 ,-0.638 ,-0.232 ,-0.823 
100576,-0.528 ,-0.257 ,-1.862 ,-0.646 ,-0.837 ,-1.151 
100577,-0.311 ,-0.694 ,-1.183 ,-0.670 ,-1.082 ,-1.346 
100578,-0.073 ,-0.452 ,-0.771 ,-0.641 ,-1.392 ,-1.298 
100579,0.787 ,-0.519 ,0.385 ,-2.170 ,-1.263 ,-1.503 
100580,0.402 ,-0.316 ,0.623 ,-1.712 ,-2.557 ,-1.576 
100581,-1.260 ,-0.516 ,-2.462 ,0.917 ,0.561 ,-0.318 
100582,-1.184 ,-0.976 ,-2.119 ,1.390 ,0.593 ,-0.445 
100583,-1.128 ,-1.226 ,-1.729 ,1.570 ,1.053 ,-0.443 
100584,-1.101 ,-1.265 ,-1.317 ,1.924 ,1.601 ,-0.347 
100585,-0.981 ,-1.403 ,-0.640 ,2.492 ,1.991 ,-0.153 
100586,-1.090 ,-2.294 ,1.486 ,3.217 ,1.365 ,0.002 
100587,-2.055 ,-1.692 ,1.392 ,2.843 ,0.955 ,-0.070 
100588,-2.811 ,-0.277 ,0.360 ,2.117 ,0.767 ,0.305 
100589,-2.462 ,1.188 ,-1.630 ,0.507 ,1.054 ,0.827 
100590,-2.070 ,1.061 ,-3.232 ,-0.044 ,0.973 ,0.735 
100591,-1.965 ,0.361 ,-2.192 ,0.578 ,0.940 ,0.486 
100592,-1.395 ,-0.185 ,-2.238 ,0.276 ,0.560 ,-0.074 
100593,-1.209 ,-0.370 ,-2.601 ,-0.292 ,-0.090 ,-0.457 
100594,-1.079 ,-0.116 ,-2.344 ,-0.682 ,-0.494 ,-0.635 
100595,-0.758 ,-0.129 ,-1.752 ,-0.644 ,-1.096 ,-1.112 
100596,-0.494 ,-0.377 ,-1.168 ,-0.768 ,-1.019 ,-1.099 
100597,0.169 ,-0.741 ,-0.448 ,-1.209 ,-1.396 ,-1.483 
100598,0.645 ,-0.614 ,0.499 ,-2.262 ,-1.209 ,-1.578 
100599,0.296 ,-0.583 ,0.573 ,-1.800 ,-2.348 ,-1.574 
100600,-1.300 ,-1.044 ,-2.194 ,1.289 ,0.586 ,-0.306 
100601,-1.353 ,-1.126 ,-1.930 ,1.345 ,0.938 ,-0.367 
100602,-1.302 ,-1.185 ,-1.694 ,1.613 ,1.472 ,-0.353 
100603,-1.212 ,-1.240 ,-1.352 ,1.918 ,1.786 ,-0.272 
100604,-1.198 ,-1.672 ,-0.683 ,2.080 ,1.259 ,-0.170 
100605,-1.680 ,-1.330 ,0.141 ,2.391 ,1.207 ,0.037 
100606,-2.564 ,-0.439 ,0.561 ,2.434 ,0.876 ,0.228 
100607,-2.229 ,0.955 ,-1.935 ,0.560 ,1.237 ,0.755 
100608,-2.337 ,1.290 ,-2.128 ,0.211 ,1.006 ,0.762 
100609,-2.009 ,0.684 ,-2.818 ,0.170 ,0.931 ,0.514 
100610,-1.815 ,0.276 ,-2.591 ,0.427 ,0.352 ,0.086 
100611,-1.521 ,-0.004 ,-2.594 ,0.186 ,-0.158 ,-0.234 
100612,-1.134 ,-0.064 ,-2.403 ,-0.485 ,-0.468 ,-0.559 
100613,-0.784 ,-0.324 ,-1.739 ,-0.329 ,-0.835 ,-0.910 
100614,-0.536 ,-0.361 ,-1.034 ,-0.515 ,-1.115 ,-1.093 
100615,-0.334 ,-0.710 ,-0.832 ,-0.681 ,-1.546 ,-1.465 
100616,0.167 ,-0.581 ,0.011 ,-1.561 ,-1.392 ,-1.510 
100617,-1.771 ,-0.329 ,-2.329 ,1.072 ,0.439 ,-0.362 
100618,-1.743 ,-0.724 ,-2.085 ,1.385 ,0.960 ,-0.248 
100619,-1.696 ,-0.926 ,-1.731 ,1.854 ,1.390 ,-0.077 
100620,-1.641 ,-0.814 ,-1.895 ,1.618 ,1.092 ,-0.244 
100621,-1.633 ,-1.166 ,-0.456 ,2.382 ,1.060 ,-0.130 
100622,-2.105 ,-0.769 ,0.819 ,2.618 ,0.803 ,-0.087 
100623,-2.406 ,0.444 ,-0.820 ,1.345 ,0.731 ,0.416 
100624,-2.328 ,1.236 ,-2.602 ,0.091 ,0.940 ,0.652 
100625,-2.275 ,1.072 ,-2.526 ,0.089 ,0.618 ,0.447 
100626,-1.934 ,0.419 ,-3.487 ,0.265 ,-0.015 ,0.111 
100627,-1.775 ,0.291 ,-2.802 ,0.405 ,-0.363 ,-0.135 
100628,-1.599 ,0.082 ,-2.714 ,0.073 ,-0.467 ,-0.374 
100629,-1.217 ,-0.483 ,-1.623 ,0.206 ,-0.539 ,-0.716 
100630,-0.783 ,-0.631 ,-1.028 ,-0.015 ,-1.282 ,-1.225 
100631,-0.864 ,-0.586 ,-1.203 ,-0.143 ,-1.505 ,-1.318 
100632,-0.400 ,-0.528 ,-0.663 ,-0.592 ,-1.544 ,-1.428 
100633,-0.005 ,-0.186 ,0.792 ,-2.140 ,-1.880 ,-1.250 
100634,-1.946 ,-0.086 ,-2.239 ,1.137 ,0.673 ,0.023 
100635,-1.900 ,-0.505 ,-1.731 ,1.878 ,1.281 ,0.184 
100636,-1.784 ,-0.377 ,-1.859 ,1.599 ,0.840 ,0.034 
100637,-1.859 ,-0.531 ,-0.897 ,2.130 ,0.552 ,-0.036 
100638,-2.133 ,-0.648 ,0.484 ,2.579 ,0.488 ,-0.113 
100639,-2.665 ,0.486 ,-0.233 ,1.603 ,0.330 ,0.256 
100640,-2.455 ,1.101 ,-2.672 ,0.083 ,0.747 ,0.541 
100641,-2.433 ,1.185 ,-2.513 ,0.057 ,0.444 ,0.411 
100642,-2.167 ,0.844 ,-2.752 ,0.238 ,-0.125 ,0.150 
100643,-2.030 ,0.323 ,-3.150 ,0.391 ,-0.647 ,-0.172 
100644,-2.054 ,0.065 ,-2.609 ,0.500 ,-0.537 ,-0.310 
100645,-1.734 ,-0.289 ,-2.028 ,0.489 ,-0.642 ,-0.580 
100646,-1.518 ,-0.381 ,-1.116 ,0.769 ,-1.315 ,-0.917 
100647,-1.234 ,-0.279 ,-0.965 ,0.587 ,-1.755 ,-1.193 
100648,-1.077 ,-0.276 ,-0.958 ,0.226 ,-1.416 ,-1.130 
100649,-0.885 ,-0.420 ,-0.927 ,0.051 ,-1.490 ,-1.396 
100650,-0.476 ,-0.608 ,-0.230 ,-0.973 ,-1.564 ,-1.472 
100651,0.089 ,-0.347 ,0.809 ,-2.125 ,-1.317 ,-1.309 
100652,0.113 ,0.121 ,1.198 ,-2.176 ,-1.968 ,-1.106 
100653,-2.216 ,0.251 ,-2.166 ,1.563 ,0.580 ,0.264 
100654,-2.129 ,0.214 ,-2.185 ,1.577 ,0.584 ,0.285 
100655,-2.029 ,0.311 ,-2.366 ,1.157 ,0.312 ,0.211 
100656,-2.325 ,-0.072 ,-0.217 ,2.080 ,0.569 ,0.130 
100657,-2.935 ,0.503 ,-0.159 ,1.660 ,0.029 ,0.159 
100658,-3.055 ,1.013 ,-1.308 ,0.917 ,0.004 ,0.382 
100659,-2.769 ,1.200 ,-2.056 ,0.348 ,-0.024 ,0.333 
100660,-2.444 ,1.022 ,-2.359 ,0.214 ,-0.225 ,0.152 
100661,-2.203 ,0.153 ,-3.203 ,0.388 ,-0.681 ,-0.181 
100662,-2.258 ,-0.188 ,-1.520 ,0.703 ,-0.706 ,-0.062 
100663,-1.916 ,-0.469 ,-2.161 ,0.475 ,-0.690 ,-0.607 
100664,-1.895 ,-0.278 ,-1.525 ,0.851 ,-1.062 ,-0.659 
100665,-1.783 ,0.096 ,-1.378 ,0.706 ,-1.537 ,-0.744 
100666,-1.487 ,-0.408 ,-1.015 ,0.829 ,-1.414 ,-0.979 
100667,-1.057 ,-0.520 ,-0.455 ,0.471 ,-1.481 ,-1.250 
100668,-0.427 ,-0.353 ,-0.181 ,-0.977 ,-1.496 ,-1.471 
100669,0.027 ,-0.373 ,0.747 ,-1.695 ,-0.765 ,-1.510 
100670,0.021 ,-0.240 ,1.613 ,-1.873 ,-0.912 ,-1.342 
100671,-0.006 ,-0.347 ,1.515 ,-1.572 ,-1.827 ,-1.342 
100672,-2.418 ,0.907 ,-2.599 ,1.191 ,0.004 ,0.338 
100673,-2.434 ,0.762 ,-2.705 ,1.158 ,0.050 ,0.324 
