"","Andrena_carlini","Andrena_miserabilis","Osmia_atriventris","Osmia_bucephala","Osmia_lignaria","Osmia_pumila","Andrena_violae","latitude"
"100001",0,0,0.0569644733273877,0.0550999756908992,0,0.0960982059176064,0.0647209342274052,25.316
"100002",0,0,0.0479785253926148,0.0425274787317726,0,0.0664584861573688,0.0202445085394695,25.329
"100003",0,0.0156676870550931,0.046499091533942,0.0453905390865387,0,0.0927926967642669,0.0552202764730774,25.637
"100004",0,0,0.0400848011545318,0.0349558991448842,0,0.0619020730889468,0,25.637
"100005",0,0,0.0391859409896935,0.0348224959508302,0,0.0631773030964715,0,25.669
"100006",0,0.0538654372518063,0.0771010443160065,0.079398971369695,0.0159171832418874,0.135020377859369,0.0796236843809046,25.963
"100007",0,0.00826206222547275,0.0174122191695642,0.0149053374707745,0,0.0634899870781837,0.0196188978683749,25.961
"100008",0,0,0,0,0,0,0,25.961
"100009",0,0,0.00207772317388982,0.00102535031032341,0,0.0323518249048656,0,25.962
"100010",0,0.0250144047937734,0.0898552232584012,0.0853288311394957,0.00276845413644951,0.131159938784612,0.0673934285226549,26.291
"100011",0,0.0298359078360956,0.0722242980053308,0.0692582109613349,0,0.118749846523323,0.0584159871140389,26.283
"100012",0,0,0.0298576059230977,0.0242135196147181,0,0.0541039347021014,0,26.283
"100013",0,0,0,0,0,0.00152827289385888,0,26.283
"100014",0,0,0,0,0,0.0094345239799747,0,26.284
"100015",0,0,0.0458073701356795,0.0394310481323221,0,0.0833944958063832,0.0280614369340581,26.611
"100016",0,0,0.0706831357673444,0.0640245085128432,0,0.101726164046614,0.0370811062011131,26.605
"100017",0,0,0.054695645198073,0.0490990270028163,0,0.0846169646501903,0.0251119532184076,26.605
"100018",0,0,0.0287508215181475,0.0213925367429969,0,0.0470610873534548,0,26.605
"100019",0,0,0.0292999572802228,0.0206098874853069,0,0.0434647890715826,0,26.605
"100020",0,0,0.0231330400239095,0.0159829035469755,0,0.0425312398594361,0,26.605
"100021",0,0,0.0331642910285285,0.0258879749653847,0,0.0631925590923233,0.00702887445778766,26.938
"100022",0,0,0.0514606534500288,0.0440541495423476,0,0.0776006946058107,0.0216007201818915,26.926
"100023",0,0,0.0277440407024069,0.0215058810047971,0,0.0550620807473346,0.00296722485852831,26.926
"100024",0,0,0,0,0,0,0,26.926
"100025",0,0,0,0,0,0.00660448802238432,0,26.926
"100026",0,0,0.0607593571485136,0.0563729189090329,0,0.0868183760288807,0,26.924
"100027",0,0,0.0967311108807272,0.088499702689499,0,0.123383396916478,0.040963712994716,27.262
"100028",0,0,0.0608859062204493,0.0520560534485322,0,0.0829115223041513,0.0112933339701885,27.246
"100029",0,0,0.00814966526704428,0.000949881399311531,0,0.0272427936021178,0,27.246
"100030",0,0,0,0,0,0.0121422698928229,0,27.246
"100031",0,0,0,0,0,0.00375530911526443,0,27.246
"100032",0,0,0.000271342164919724,0,0,0.0175004588238626,0,27.246
"100033",0,0,0.0186758764000883,0.0127365498654101,0,0.0431917855309421,0,27.231
"100034",0,0,0.108440948756306,0.099416684988682,0,0.128795524341445,0.0379361896696945,27.556
"100035",0,0,0.083500654150342,0.0750300134658519,0,0.110922212275955,0.035034921942017,27.565
"100036",0,0,0.00308125569493475,0,0,0.0285857639088126,0.00639831960691602,27.565
"100037",0,0,0.00554401284822563,0.000259983544006771,0,0.0378553281505429,0.0156428575365568,27.565
"100038",0,0,0.0317842489910127,0.0264073573068121,0,0.0681292210465982,0.00441444142041228,27.565
"100039",0,0,0.0359216751633543,0.0309844025038511,0,0.0683877793901466,0,27.565
"100040",0,0,0.0231597769813955,0.0135118308449577,0,0.0390498547333509,0,27.903
"100041",0,0,0.0522043086261248,0.0445106149394022,0,0.0809612409407476,0,27.883
"100042",0,0,0.03484091939101,0.0282930275152747,0,0.0666435319736722,0,27.883
"100043",0,0,0.0833447196402949,0.0765081327574339,0,0.111631019977264,0.00775531158485791,27.883
"100044",0,0.0369787483326493,0.0969154206000801,0.0927714337760094,0,0.141262761710106,0.0333866261921703,27.883
"100045",0,0.000717198143796453,0.053066052925947,0.0486311219351808,0,0.0917590141730748,0.0173679523907552,27.875
"100046",0,0,0.0867350371454524,0.0782211012202529,0,0.107928202568589,0.0020490112723216,28.2
"100047",0,0.0123954447858838,0.0747401455962289,0.068883858041581,0,0.11358420206024,0,28.2
"100048",0,0,0.0342779312262413,0.0303058495773463,0,0.0719757431674735,0,28.2
"100049",0,0,0.0610082935185622,0.0542200501534949,0,0.0867935987113525,0,28.2
"100050",0,0.00216797951316236,0.059748658843794,0.0548207585327407,0,0.0950548589713473,0,28.2
"100051",0,0,0.0296600899731915,0.0239616794586883,0,0.0593385500257307,0,28.193
"100052",0,0.0589645953775072,0.13655007534191,0.136268660645073,0.0114431338480177,0.175829100889697,0,28.516
"100053",0.0911423028836594,0.165175252314063,0.249428764318791,0.249661436105106,0.115978948716458,0.294167264993122,0,28.516
"100054",0,0.0122861253124388,0.067477373518685,0.0690094075849067,0,0.112531630050506,0,28.516
"100055",0,0,0.0478319517681994,0.0424169433238584,0,0.0883049074713599,0,28.516
"100056",0,0,0.0189807252732158,0.0179304655473579,0,0.0702927087888653,0,28.516
"100057",0,0,0.0290774549025485,0.0254657700593331,0,0.056857846505989,0,28.511
"100058",0,0.0619208422556296,0.116149460077321,0.117181320140545,0.0128751822723055,0.168513992960978,0,28.831
"100059",0,0.062287307638427,0.141124213858972,0.141492048615285,0.0176490193204227,0.184520219145946,0,28.831
"100060",0,0,0.0416175169855558,0.0428447852945743,0,0.0933593245370278,0,28.831
"100061",0,0,0.0292602150250292,0.0282745811320013,0,0.0784864302501534,0,28.831
"100062",0,0,0.00282231016750558,0.00128958368572627,0,0.0486984079343329,0,28.829
"100063",0,0,0.0378306864949046,0.0358671597489503,0,0.0889726099418781,0,29.174
"100064",0,0.0221208820934508,0.0700586693780113,0.0700080649840463,0,0.125628981954724,0,29.146
"100065",0,0.0216864192373781,0.0578328614047547,0.0580514971972452,0,0.114159019297203,0,29.146
"100066",0,0.00104096549267943,0.0297494659487707,0.0294766554038007,0,0.0798263614326273,0,29.146
"100067",0,0,0.0244598150635618,0.023755248896365,0,0.0754733948089611,0,29.146
"100068",0,0,0,0,0,0.038051052333287,0,29.123
"100069",0,0.0107134514212783,0.0848534844528545,0.0848765431190092,0,0.137884309885695,0,29.476
"100070",0,0.00848004092494231,0.107800078425667,0.104304376096406,0,0.152798784478438,0,29.459
"100071",0,0.0286305083683476,0.0735650477759029,0.0734926665513627,0,0.131217126849448,0,29.459
"100072",0,0,0.0271053491087962,0.0265344195033601,0,0.0715623939924754,0,29.459
"100073",0,0,0.0144921899328166,0.0125648770513344,0,0.0570443883908542,0,29.459
"100074",0,0,0.0124190298182964,0.0102068440530198,0,0.0585678017463251,0,29.458
"100075",0.0424695473013814,0.0928683932659208,0.216725306666298,0.208719732110945,0.0663458799263521,0.248308860420695,0.0186751604427772,29.824
"100076",0,0.00808096777177459,0.155947660009376,0.148371901423741,0.00414277924287362,0.183097110941302,0,29.805
"100077",0,0.0344814407231148,0.122191329320808,0.119972003490648,0,0.171674653122518,0.00787064453095205,29.771
"100078",0,0,0.100803273029324,0.0955850897008696,0,0.136893051837614,0,29.771
"100079",0,0,0.0621298341035177,0.0609938144691203,0,0.117821617019992,0.0203572245726301,29.771
"100080",0,0,0.0363792200486856,0.0346167945897719,0,0.0867874651638076,0,29.771
"100081",0,0,0.0203750901945074,0.0189510358417956,0,0.0611117487323058,0,29.771
"100082",0,0,0.0290190164949937,0.0269143928661677,0,0.0744896700560051,0,29.763
"100083",0.00712919925420483,0.0744949309753135,0.151706331538611,0.148876367214822,0.0291955846554094,0.197291817791871,0,30.145
"100084",0.0565655128567896,0.125179544729574,0.230078818759927,0.2238612704054,0.0802324617169333,0.271305553337031,0.0016970769371023,30.085
"100085",0.0705565115113155,0.12214780294966,0.268305814262484,0.258225533013764,0.0925631997623443,0.297910739147101,0.0314355090322462,30.083
"100086",0.059580828410524,0.113110269128779,0.246478145998649,0.238165737219361,0.0817422793238169,0.280561859632422,0.0271388281024433,30.084
"100087",0,0.0316740825877698,0.153500984930275,0.147861004989384,0.00448114192450304,0.189560460023606,0,30.142
"100088",0,0.00355209487083628,0.110803464321411,0.105802443325831,0,0.148146749630846,0,30.118
"100089",0,0,0.0963123424910978,0.0920625198598033,0,0.137219463138766,0,30.083
"100090",0,0,0.0951487788367554,0.0913777226829994,0,0.137622407267833,0,30.083
"100091",0,0,0.0885451958654992,0.0840331776667355,0,0.127692192241993,0,30.083
"100092",0,0,0.0311092125437427,0.0289115812456303,0,0.0818140152452774,0,30.083
"100093",0,0,0.0403020456780162,0.0381968238050493,0,0.0903498419400467,0,30.083
"100094",0,0,0.00431244831065052,0.000641437890081725,0,0.0444986311941511,0,30.083
"100095",0,0,0,0,0,0.0340864829094676,0,30.072
"100096",0.0547040452048982,0.0891122998086345,0.219042522555343,0.212412072360312,0.077884494401764,0.249956486813887,0.0331222905912762,30.444
"100097",0.0695708512021764,0.0981044056306966,0.252711674627967,0.243215249625126,0.0911322456337863,0.275296604874288,0.0509624582412354,30.469
"100098",0.0392193317886556,0.0864582568782456,0.196880369452417,0.191535305757628,0.0624614034902737,0.234243432447478,0.0361602528954641,30.459
"100099",0.0306152232529074,0.0983786918094567,0.174189183488892,0.171570980773306,0.0529956121601089,0.223414597949762,0.0127958640377699,30.411
"100100",0.0650071138950666,0.130581265596972,0.216127781823028,0.212894856036051,0.0863662457301884,0.267019610765618,0.0281736374578374,30.393
"100101",0.0884803019470767,0.148552154376052,0.26620747750317,0.259793843599834,0.108050744393374,0.311408402618421,0.0391282819412939,30.393
"100102",0.066645729275975,0.113296796228837,0.252349721558869,0.244643255272588,0.0847415687594417,0.291151951032019,0.0136636732185539,30.393
"100103",0.0199875677577849,0.0575466166080519,0.197917278096792,0.191085293658036,0.0385303538587696,0.234163692167535,0,30.393
"100104",0.000188557248547894,0.0414781967275191,0.177192534142156,0.170808262641516,0.0208427604522567,0.214978946634792,0,30.393
"100105",0,0.0481469411047662,0.163680520540381,0.158832903633524,0.0208192618578363,0.206722505214389,0,30.393
"100106",0,0,0.0770453048747906,0.0740626616659368,0,0.12468450449475,0,30.393
"100107",0,0,0.0985517399136982,0.0952019600347475,0,0.144613945611065,0,30.393
"100108",0,0,0.0720831348050894,0.0690190635137091,0,0.118595332676132,0,30.393
"100109",0,0,0.0271862614049295,0.0240687661548456,0,0.0737778679048656,0,30.393
"100110",0,0,0.041767609804646,0.038661864528462,0,0.0880232304379266,0,30.393
"100111",0,0,0,0,0,0.0115640583156352,0,30.393
"100112",0.0685049470996829,0.109975991133894,0.228072391407891,0.222898323785414,0.0916898586001234,0.267410043457121,0.0282015821702927,30.735
"100113",0.0824830723345034,0.117718619676114,0.238712698476753,0.233697384868625,0.106044785370165,0.278920103388562,0.0467353274025122,30.703
"100114",0.0677183611392354,0.110863352337172,0.216662882205834,0.212840392073809,0.0911799165862621,0.260234663884995,0.0477126053914551,30.703
"100115",0.0430105870109915,0.0939124454276149,0.202538838968726,0.197737074793164,0.0659953792342665,0.243337465111375,0.0417055923403356,30.703
"100116",0.0412018395689359,0.0894409642258806,0.224835896112026,0.216762680222867,0.0573244033282761,0.255822556070246,0.0384702203598265,30.703
"100117",0.0839976789746287,0.136518461590007,0.257742694430991,0.25165632054382,0.103140162097296,0.301400382071808,0.0594837032045445,30.703
"100118",0.062717686994546,0.120145135478906,0.217781698614356,0.214385441456218,0.0847206991747834,0.270468537974887,0.0255116859306249,30.703
"100119",0.0111349780900766,0.0598420022963385,0.175874290552569,0.171018943230812,0.03253466603576,0.219765476705992,0,30.703
"100120",0,0,0.13129008374847,0.125064937256494,0,0.165938670719588,0,30.703
"100121",0,0,0.0886878278200712,0.0841328287724587,0,0.129087910409493,0,30.703
"100122",0,0,0.100783009663656,0.0937588775308165,0,0.132133606698121,0,30.703
"100123",0,0,0.104435513278547,0.0979970416556875,0,0.139235370657561,0,30.703
"100124",0,0.00573548540987008,0.115547333081776,0.11189437199642,0,0.162698633311695,0.00638003503503965,30.703
"100125",0,0,0.063486909846814,0.0608174941310888,0,0.113249664024517,0,30.703
"100126",0,0,0.0430824807647383,0.0389399543259949,0,0.0855461693945684,0,30.703
"100127",0,0,0.0402359429230103,0.037009260576463,0,0.0887701298958618,0,30.703
"100128",0,0,0.0672078692041705,0.0628647295960551,0,0.109419346751098,0.00347687403270407,30.703
"100129",0,0.010911361375834,0.0890552387079788,0.0863530057983788,0,0.138551195969594,0,31.003
"100130",0,0,0.093669120492613,0.0866389745045138,0,0.124371359931179,0,31.011
"100131",0,0,0.0766467715862507,0.0710383771643639,0,0.11302226895052,0,31.011
"100132",0,0,0.0600921486155084,0.0549469699941807,0,0.0996747292055064,0,31.011
"100133",0,0,0.071906822508705,0.0656995426608368,0,0.107702660918846,0,31.011
"100134",0,0,0.0789581671010152,0.0738929143118612,0,0.119943837908843,0,31.011
"100135",0,0,0.062149681314143,0.0565173912619562,0,0.098369618513189,0,31.011
"100136",0,0,0.0718714908466163,0.0669094898122614,0,0.113254084392589,0,31.011
"100137",0,0,0.113740573893097,0.107039117311875,0,0.147209096253948,0,31.011
"100138",0,0,0.143142190479241,0.133737593887669,0,0.167102782028922,0.0133427815142455,31.011
"100139",0,0,0.0813436781934251,0.0742053851922361,0,0.113671605748147,0,31.315
"100140",0,0,0.0945476285866613,0.0848892563582052,0,0.114001162514327,0,31.319
"100141",0,0,0.0867257295981896,0.0799215904952714,0,0.118201899289046,0,31.319
"100142",0,0,0.059970212943762,0.0557786880364013,0,0.103610656915591,0,31.319
"100143",0,0,0.0817186144420384,0.0737055086590135,0,0.109582429559747,0,31.319
"100144",0,0,0.0540859166838622,0.0464099849469389,0,0.0821623158169471,0,31.319
"100145",0,0,0.0378121206622733,0.0316728820057189,0,0.0703413129245439,0,31.319
"100146",0,0,0.0647360081682616,0.0588009864298657,0,0.0989988167204745,0,31.319
"100147",0,0,0.123039855148652,0.113768260015372,0,0.145355898567591,0,31.319
"100148",0,0,0.0854841563967293,0.0771858658399523,0,0.111336852325542,0,31.319
"100149",0,0,0.02026325359229,0.0130196235965218,0,0.0482204138673267,0,31.329
"100150",0,0,0.0785732961806142,0.0696855866213017,0,0.102054571661385,0,31.632
"100151",0,0,0.0952240067223333,0.0858215927912398,0,0.116239621108471,0,31.625
"100152",0,0,0.0787234743373637,0.0718275810765074,0,0.109634071501846,0,31.625
"100153",0,0,0.0828568804327887,0.0758665241203331,0,0.114653643100216,0,31.625
"100154",0,0,0.0801517254370055,0.0714689779121701,0,0.104202534479305,0,31.625
"100155",0,0,0.0288908419834211,0.020386747505355,0,0.0512973449202595,0,31.625
"100156",0,0,0.032806420657698,0.0245613626238125,0,0.0556634566563608,0,31.625
"100157",0,0,0.0505158679690176,0.0422627589709003,0,0.0737523867724462,0,31.625
"100158",0,0,0.0553285474901307,0.0467013264416798,0,0.0774600349590254,0,31.625
"100159",0,0,0.0207579437914415,0.0134681822545168,0,0.048646368766279,0,31.625
"100160",0,0,0.0464641479029321,0.0375311514525077,0,0.0689711639412876,0,31.628
"100161",0,0,0.0958769438644176,0.0895559895219426,0,0.129850633573415,0,31.924
"100162",0,0,0.095971390952011,0.0887498510415587,0,0.126828256645736,0,31.931
"100163",0,0,0.0914631584985492,0.0837493993248907,0,0.120208316808299,0,31.931
"100164",0,0,0.0754257137223792,0.067281637680704,0,0.100942151543537,0,31.931
"100165",0,0,0.0627704544940321,0.0532711093293919,0,0.0820742851545489,0,31.931
"100166",0,0,0.0349514551597699,0.0243266705144895,0,0.0484201508882812,0,31.931
"100167",0,0,0.0446928333534603,0.0335443281954633,0,0.0562703613171751,0,31.931
"100168",0,0,0.0521091036769375,0.042149684934688,0,0.0687170593284856,0,31.931
"100169",0,0,0.0233076119493072,0.0159178392725509,0,0.0497383057064333,0,31.931
"100170",0,0,0.0318764876370358,0.0248265635030322,0,0.0622392639615447,0,31.931
"100171",0,0,0.100275646461669,0.0902282111136818,0,0.123174590888377,0,31.931
"100172",0,0,0.0260384332807955,0.0153943760168311,0,0.0391408407206953,0,31.959
"100173",0,0,0.0788852468702463,0.0727153668970473,0,0.112441531114361,0,32.224
"100174",0,0,0.0838899956721644,0.0782661643643969,0,0.120825163250222,0,32.235
"100175",0,0,0.105497206214098,0.0959407680511961,0,0.126983508321146,0,32.235
"100176",0,0,0.10506475353098,0.0934189192808584,0,0.117636574455117,0,32.235
"100177",0,0,0.081098089404308,0.0687535698442497,0,0.0901138208096292,0,32.235
"100178",0,0,0.0191137376934481,0.00895316647474487,0,0.0330002820420312,0,32.235
"100179",0,0,0.0252980828038481,0.0155286683608667,0,0.0415395828175247,0,32.235
"100180",0,0,0.01588891518895,0.00754726895959416,0,0.0364150819901711,0,32.235
"100181",0,0,0.0143840022092135,0.00633345013642915,0,0.0359365869808597,0,32.235
"100182",0,0,0.0408550788244608,0.0323984184277786,0,0.0649679685392649,0,32.235
"100183",0,0,0.0506782190945377,0.0420201526729679,0,0.076755555692862,0,32.235
"100184",0,0,0.0288663556752499,0.0215079192462249,0,0.0571121767645244,0,32.237
"100185",0,0,0.0353807590867179,0.030012519819938,0,0.0727364858023316,0,32.553
"100186",0,0,0.0692557016409983,0.0619433015292237,0,0.0984593371119526,0,32.539
"100187",0,0,0.102732658866107,0.0905125265547596,0,0.114244569653653,0,32.539
"100188",0,0,0.103194727964017,0.0913638299973524,0,0.116321579645775,0,32.539
"100189",0,0,0.073964429241487,0.0633352384397402,0,0.0918879605728342,0,32.539
"100190",0,0,0.0645614255408695,0.0523398676977488,0,0.0734694990650581,0,32.539
"100191",0,0,0.0439413136182954,0.033033106088497,0,0.0571284639079023,0,32.539
"100192",0,0,0.00673171258284156,0,0,0.0261783592480724,0,32.539
"100193",0,0,0,0,0,0.0155025133507852,0,32.539
"100194",0,0,0.0214909671423297,0.0122010529462615,0,0.0401135692927102,0,32.539
"100195",0,0,0.024104177425385,0.0159566651874935,0,0.0483172615518726,0,32.539
"100196",0,0,0.0368861810148959,0.0287713633356713,0,0.0637083450031635,0,32.539
"100197",0,0,0.00952612319882971,0.00333748103349761,0,0.037496650073062,0,32.54
"100198",0,0,0,0,0,0.0140090059572654,0,32.602
"100199",0,0,0.0579350473334671,0.0501308997012964,0,0.082686697727056,0,32.841
