Gridcode,Viola_adunca,Viola_affinis,Viola_bicolor,Viola_brittoniana,Viola_canadensis,Viola_hastata,Viola_hirsutula,Viola_labradorica,Viola_lanceolata,Viola_nephrophylla,Viola_odorata,Viola_pedata,Viola_renifolia,Viola_rostrata,Viola_rotundifolia,Viola_selkirkii,Viola_septemloba,Viola_septentrionalis,Viola_striata,Viola_tricolor,Viola_triloba,Viola_tripartita,Viola_walteri
100286,0.002 ,0.459 ,0.323 ,0.219 ,0.001 ,0.006 ,0.030 ,0.013 ,0.653 ,0.002 ,0.001 ,0.070 ,0.000 ,0.001 ,0.005 ,0.001 ,0.659 ,0.003 ,0.012 ,0.320 ,0.181 ,0.014 ,0.292 
100287,0.015 ,0.386 ,0.012 ,0.009 ,0.058 ,0.005 ,0.086 ,0.110 ,0.452 ,0.048 ,0.006 ,0.095 ,0.002 ,0.021 ,0.026 ,0.006 ,0.150 ,0.017 ,0.068 ,0.137 ,0.279 ,0.008 ,0.077 
100288,0.016 ,0.409 ,0.013 ,0.020 ,0.074 ,0.008 ,0.121 ,0.125 ,0.439 ,0.049 ,0.005 ,0.125 ,0.002 ,0.033 ,0.034 ,0.006 ,0.154 ,0.026 ,0.112 ,0.173 ,0.373 ,0.014 ,0.103 
100289,0.013 ,0.422 ,0.005 ,0.051 ,0.123 ,0.010 ,0.061 ,0.076 ,0.533 ,0.023 ,0.008 ,0.075 ,0.001 ,0.077 ,0.026 ,0.005 ,0.175 ,0.020 ,0.082 ,0.202 ,0.545 ,0.004 ,0.081 
100290,0.011 ,0.416 ,0.002 ,0.019 ,0.125 ,0.006 ,0.028 ,0.062 ,0.577 ,0.017 ,0.009 ,0.037 ,0.001 ,0.076 ,0.025 ,0.004 ,0.193 ,0.015 ,0.053 ,0.171 ,0.489 ,0.001 ,0.042 
100291,0.010 ,0.427 ,0.001 ,0.009 ,0.133 ,0.005 ,0.029 ,0.074 ,0.526 ,0.019 ,0.009 ,0.031 ,0.001 ,0.079 ,0.020 ,0.004 ,0.191 ,0.017 ,0.063 ,0.162 ,0.451 ,0.001 ,0.037 
100292,0.009 ,0.448 ,0.003 ,0.011 ,0.119 ,0.014 ,0.054 ,0.087 ,0.515 ,0.024 ,0.017 ,0.043 ,0.001 ,0.077 ,0.031 ,0.004 ,0.220 ,0.022 ,0.107 ,0.153 ,0.364 ,0.003 ,0.067 
100293,0.009 ,0.457 ,0.011 ,0.029 ,0.126 ,0.047 ,0.120 ,0.110 ,0.481 ,0.030 ,0.017 ,0.087 ,0.002 ,0.083 ,0.050 ,0.005 ,0.238 ,0.035 ,0.203 ,0.163 ,0.334 ,0.014 ,0.132 
100294,0.010 ,0.456 ,0.027 ,0.048 ,0.143 ,0.080 ,0.203 ,0.133 ,0.439 ,0.030 ,0.010 ,0.133 ,0.004 ,0.086 ,0.072 ,0.007 ,0.239 ,0.046 ,0.332 ,0.146 ,0.338 ,0.039 ,0.238 
100295,0.010 ,0.454 ,0.039 ,0.036 ,0.149 ,0.130 ,0.213 ,0.147 ,0.412 ,0.026 ,0.009 ,0.138 ,0.004 ,0.083 ,0.087 ,0.007 ,0.243 ,0.053 ,0.421 ,0.119 ,0.270 ,0.063 ,0.324 
100296,0.012 ,0.448 ,0.068 ,0.025 ,0.132 ,0.202 ,0.246 ,0.174 ,0.387 ,0.038 ,0.009 ,0.174 ,0.007 ,0.063 ,0.103 ,0.011 ,0.236 ,0.065 ,0.483 ,0.106 ,0.200 ,0.112 ,0.376 
100297,0.010 ,0.451 ,0.111 ,0.036 ,0.117 ,0.291 ,0.231 ,0.161 ,0.409 ,0.030 ,0.014 ,0.201 ,0.006 ,0.070 ,0.117 ,0.010 ,0.257 ,0.063 ,0.508 ,0.114 ,0.163 ,0.128 ,0.382 
100298,0.014 ,0.461 ,0.216 ,0.087 ,0.143 ,0.335 ,0.307 ,0.177 ,0.448 ,0.039 ,0.022 ,0.328 ,0.008 ,0.090 ,0.151 ,0.011 ,0.273 ,0.085 ,0.518 ,0.171 ,0.235 ,0.233 ,0.400 
100299,0.016 ,0.492 ,0.361 ,0.269 ,0.136 ,0.275 ,0.349 ,0.170 ,0.511 ,0.034 ,0.063 ,0.435 ,0.008 ,0.116 ,0.159 ,0.009 ,0.325 ,0.110 ,0.457 ,0.268 ,0.360 ,0.252 ,0.365 
100300,0.012 ,0.504 ,0.411 ,0.385 ,0.045 ,0.058 ,0.244 ,0.141 ,0.559 ,0.024 ,0.084 ,0.366 ,0.004 ,0.055 ,0.104 ,0.005 ,0.413 ,0.064 ,0.256 ,0.336 ,0.337 ,0.069 ,0.316 
100301,0.006 ,0.503 ,0.447 ,0.379 ,0.028 ,0.044 ,0.210 ,0.113 ,0.566 ,0.011 ,0.059 ,0.332 ,0.001 ,0.039 ,0.082 ,0.003 ,0.435 ,0.042 ,0.213 ,0.355 ,0.282 ,0.055 ,0.385 
100302,0.007 ,0.502 ,0.448 ,0.412 ,0.028 ,0.051 ,0.268 ,0.117 ,0.581 ,0.016 ,0.051 ,0.388 ,0.002 ,0.041 ,0.078 ,0.003 ,0.459 ,0.050 ,0.206 ,0.345 ,0.321 ,0.093 ,0.392 
100303,0.010 ,0.499 ,0.413 ,0.425 ,0.034 ,0.068 ,0.375 ,0.124 ,0.604 ,0.041 ,0.049 ,0.505 ,0.005 ,0.044 ,0.068 ,0.004 ,0.462 ,0.077 ,0.217 ,0.350 ,0.421 ,0.229 ,0.282 
100304,0.005 ,0.496 ,0.438 ,0.411 ,0.019 ,0.050 ,0.294 ,0.087 ,0.596 ,0.025 ,0.034 ,0.417 ,0.002 ,0.029 ,0.048 ,0.003 ,0.505 ,0.043 ,0.170 ,0.362 ,0.345 ,0.111 ,0.346 
100305,0.004 ,0.493 ,0.447 ,0.417 ,0.016 ,0.060 ,0.302 ,0.072 ,0.599 ,0.022 ,0.028 ,0.419 ,0.001 ,0.025 ,0.038 ,0.002 ,0.526 ,0.035 ,0.150 ,0.368 ,0.344 ,0.125 ,0.377 
100306,0.003 ,0.491 ,0.453 ,0.381 ,0.012 ,0.047 ,0.235 ,0.050 ,0.608 ,0.015 ,0.020 ,0.386 ,0.001 ,0.015 ,0.021 ,0.002 ,0.553 ,0.027 ,0.087 ,0.349 ,0.355 ,0.125 ,0.360 
100307,0.002 ,0.479 ,0.428 ,0.241 ,0.004 ,0.017 ,0.107 ,0.021 ,0.609 ,0.005 ,0.004 ,0.182 ,0.000 ,0.004 ,0.007 ,0.001 ,0.632 ,0.010 ,0.029 ,0.314 ,0.268 ,0.057 ,0.440 
100308,0.003 ,0.390 ,0.438 ,0.175 ,0.002 ,0.008 ,0.064 ,0.017 ,0.638 ,0.003 ,0.002 ,0.158 ,0.000 ,0.002 ,0.004 ,0.001 ,0.635 ,0.008 ,0.015 ,0.285 ,0.191 ,0.047 ,0.293 
100309,0.018 ,0.376 ,0.005 ,0.005 ,0.078 ,0.004 ,0.055 ,0.104 ,0.480 ,0.040 ,0.010 ,0.064 ,0.001 ,0.032 ,0.025 ,0.006 ,0.131 ,0.017 ,0.057 ,0.140 ,0.278 ,0.003 ,0.047 
100310,0.018 ,0.412 ,0.007 ,0.008 ,0.095 ,0.007 ,0.082 ,0.130 ,0.446 ,0.046 ,0.011 ,0.084 ,0.002 ,0.040 ,0.034 ,0.006 ,0.144 ,0.027 ,0.104 ,0.157 ,0.326 ,0.006 ,0.060 
100311,0.015 ,0.360 ,0.002 ,0.005 ,0.119 ,0.005 ,0.025 ,0.065 ,0.590 ,0.021 ,0.016 ,0.034 ,0.001 ,0.060 ,0.022 ,0.005 ,0.156 ,0.014 ,0.042 ,0.149 ,0.318 ,0.001 ,0.029 
100312,0.012 ,0.229 ,0.001 ,0.002 ,0.125 ,0.003 ,0.004 ,0.032 ,0.751 ,0.007 ,0.014 ,0.014 ,0.000 ,0.047 ,0.008 ,0.001 ,0.131 ,0.002 ,0.018 ,0.040 ,0.359 ,0.000 ,0.020 
100313,0.010 ,0.260 ,0.001 ,0.002 ,0.099 ,0.003 ,0.005 ,0.032 ,0.728 ,0.008 ,0.017 ,0.012 ,0.000 ,0.045 ,0.009 ,0.002 ,0.167 ,0.004 ,0.018 ,0.060 ,0.304 ,0.000 ,0.018 
100314,0.008 ,0.311 ,0.001 ,0.001 ,0.082 ,0.003 ,0.005 ,0.038 ,0.692 ,0.010 ,0.022 ,0.012 ,0.000 ,0.045 ,0.013 ,0.002 ,0.217 ,0.010 ,0.018 ,0.100 ,0.272 ,0.000 ,0.014 
100315,0.012 ,0.431 ,0.001 ,0.001 ,0.129 ,0.005 ,0.018 ,0.090 ,0.520 ,0.024 ,0.048 ,0.020 ,0.001 ,0.075 ,0.023 ,0.003 ,0.193 ,0.024 ,0.062 ,0.128 ,0.246 ,0.001 ,0.017 
100316,0.012 ,0.462 ,0.004 ,0.010 ,0.146 ,0.028 ,0.079 ,0.120 ,0.470 ,0.034 ,0.031 ,0.054 ,0.003 ,0.087 ,0.045 ,0.005 ,0.210 ,0.038 ,0.174 ,0.152 ,0.308 ,0.006 ,0.074 
100317,0.011 ,0.471 ,0.011 ,0.033 ,0.175 ,0.080 ,0.138 ,0.132 ,0.457 ,0.026 ,0.029 ,0.073 ,0.004 ,0.114 ,0.076 ,0.007 ,0.230 ,0.048 ,0.321 ,0.159 ,0.326 ,0.016 ,0.157 
100318,0.013 ,0.465 ,0.035 ,0.038 ,0.191 ,0.165 ,0.223 ,0.167 ,0.415 ,0.032 ,0.016 ,0.142 ,0.006 ,0.101 ,0.106 ,0.009 ,0.227 ,0.067 ,0.453 ,0.135 ,0.283 ,0.064 ,0.291 
100319,0.014 ,0.450 ,0.066 ,0.022 ,0.131 ,0.233 ,0.241 ,0.183 ,0.389 ,0.046 ,0.013 ,0.178 ,0.009 ,0.062 ,0.110 ,0.013 ,0.233 ,0.070 ,0.489 ,0.109 ,0.179 ,0.111 ,0.346 
100320,0.014 ,0.470 ,0.156 ,0.099 ,0.193 ,0.337 ,0.286 ,0.178 ,0.442 ,0.029 ,0.031 ,0.262 ,0.008 ,0.117 ,0.169 ,0.011 ,0.255 ,0.087 ,0.554 ,0.174 ,0.270 ,0.181 ,0.396 
100321,0.019 ,0.489 ,0.222 ,0.230 ,0.214 ,0.303 ,0.335 ,0.187 ,0.487 ,0.033 ,0.055 ,0.346 ,0.010 ,0.148 ,0.195 ,0.012 ,0.268 ,0.115 ,0.529 ,0.246 ,0.375 ,0.220 ,0.355 
100322,0.017 ,0.495 ,0.250 ,0.307 ,0.182 ,0.263 ,0.305 ,0.171 ,0.506 ,0.025 ,0.085 ,0.334 ,0.008 ,0.143 ,0.186 ,0.010 ,0.292 ,0.104 ,0.478 ,0.271 ,0.380 ,0.175 ,0.330 
100323,0.010 ,0.504 ,0.424 ,0.414 ,0.046 ,0.065 ,0.224 ,0.133 ,0.556 ,0.017 ,0.088 ,0.340 ,0.003 ,0.055 ,0.106 ,0.005 ,0.402 ,0.056 ,0.261 ,0.342 ,0.325 ,0.062 ,0.331 
100324,0.010 ,0.502 ,0.439 ,0.415 ,0.039 ,0.067 ,0.298 ,0.132 ,0.576 ,0.030 ,0.074 ,0.430 ,0.004 ,0.052 ,0.090 ,0.005 ,0.443 ,0.066 ,0.257 ,0.364 ,0.370 ,0.101 ,0.331 
100325,0.005 ,0.499 ,0.452 ,0.406 ,0.026 ,0.060 ,0.271 ,0.107 ,0.578 ,0.017 ,0.050 ,0.406 ,0.002 ,0.040 ,0.071 ,0.003 ,0.467 ,0.046 ,0.218 ,0.367 ,0.318 ,0.091 ,0.413 
100326,0.005 ,0.498 ,0.448 ,0.395 ,0.022 ,0.054 ,0.261 ,0.095 ,0.582 ,0.021 ,0.045 ,0.398 ,0.002 ,0.034 ,0.059 ,0.003 ,0.482 ,0.043 ,0.200 ,0.370 ,0.320 ,0.084 ,0.380 
100327,0.006 ,0.496 ,0.449 ,0.447 ,0.023 ,0.067 ,0.317 ,0.092 ,0.594 ,0.026 ,0.042 ,0.441 ,0.002 ,0.035 ,0.054 ,0.003 ,0.494 ,0.046 ,0.192 ,0.368 ,0.370 ,0.135 ,0.349 
100328,0.004 ,0.492 ,0.459 ,0.438 ,0.017 ,0.078 ,0.312 ,0.064 ,0.600 ,0.021 ,0.028 ,0.445 ,0.001 ,0.023 ,0.032 ,0.003 ,0.536 ,0.034 ,0.129 ,0.368 ,0.379 ,0.174 ,0.381 
100329,0.002 ,0.476 ,0.443 ,0.262 ,0.007 ,0.026 ,0.173 ,0.032 ,0.605 ,0.009 ,0.009 ,0.319 ,0.000 ,0.007 ,0.011 ,0.001 ,0.589 ,0.017 ,0.047 ,0.344 ,0.315 ,0.099 ,0.413 
100330,0.004 ,0.419 ,0.456 ,0.227 ,0.006 ,0.012 ,0.104 ,0.028 ,0.630 ,0.005 ,0.005 ,0.305 ,0.000 ,0.006 ,0.008 ,0.001 ,0.568 ,0.017 ,0.029 ,0.333 ,0.253 ,0.083 ,0.257 
100331,0.007 ,0.454 ,0.440 ,0.292 ,0.002 ,0.007 ,0.054 ,0.026 ,0.656 ,0.005 ,0.003 ,0.190 ,0.000 ,0.004 ,0.009 ,0.003 ,0.589 ,0.009 ,0.023 ,0.402 ,0.213 ,0.029 ,0.150 
100332,0.018 ,0.395 ,0.003 ,0.007 ,0.106 ,0.004 ,0.052 ,0.105 ,0.479 ,0.034 ,0.011 ,0.059 ,0.001 ,0.051 ,0.024 ,0.005 ,0.131 ,0.022 ,0.068 ,0.168 ,0.344 ,0.002 ,0.041 
100333,0.021 ,0.417 ,0.003 ,0.004 ,0.130 ,0.005 ,0.057 ,0.140 ,0.440 ,0.041 ,0.019 ,0.062 ,0.002 ,0.055 ,0.034 ,0.005 ,0.131 ,0.034 ,0.094 ,0.176 ,0.306 ,0.003 ,0.031 
100334,0.020 ,0.233 ,0.001 ,0.002 ,0.129 ,0.003 ,0.008 ,0.051 ,0.674 ,0.013 ,0.025 ,0.024 ,0.000 ,0.049 ,0.015 ,0.004 ,0.106 ,0.008 ,0.024 ,0.053 ,0.278 ,0.000 ,0.016 
100335,0.012 ,0.324 ,0.002 ,0.001 ,0.076 ,0.011 ,0.014 ,0.049 ,0.592 ,0.028 ,0.048 ,0.023 ,0.001 ,0.030 ,0.015 ,0.007 ,0.141 ,0.009 ,0.035 ,0.065 ,0.161 ,0.001 ,0.031 
100336,0.012 ,0.233 ,0.001 ,0.000 ,0.078 ,0.005 ,0.004 ,0.032 ,0.658 ,0.013 ,0.046 ,0.012 ,0.000 ,0.028 ,0.007 ,0.002 ,0.126 ,0.004 ,0.019 ,0.031 ,0.129 ,0.000 ,0.018 
100337,0.004 ,0.220 ,0.001 ,0.002 ,0.033 ,0.004 ,0.001 ,0.022 ,0.902 ,0.003 ,0.008 ,0.006 ,0.000 ,0.021 ,0.005 ,0.000 ,0.216 ,0.000 ,0.008 ,0.034 ,0.468 ,0.000 ,0.014 
100338,0.005 ,0.233 ,0.001 ,0.001 ,0.046 ,0.003 ,0.001 ,0.021 ,0.857 ,0.003 ,0.009 ,0.006 ,0.000 ,0.017 ,0.003 ,0.000 ,0.244 ,0.001 ,0.008 ,0.033 ,0.361 ,0.000 ,0.011 
100339,0.014 ,0.350 ,0.001 ,0.001 ,0.117 ,0.004 ,0.009 ,0.067 ,0.604 ,0.017 ,0.060 ,0.016 ,0.001 ,0.069 ,0.020 ,0.004 ,0.195 ,0.023 ,0.033 ,0.118 ,0.218 ,0.000 ,0.009 
100340,0.014 ,0.474 ,0.003 ,0.009 ,0.167 ,0.030 ,0.050 ,0.117 ,0.497 ,0.032 ,0.068 ,0.040 ,0.003 ,0.106 ,0.052 ,0.006 ,0.212 ,0.041 ,0.148 ,0.158 ,0.336 ,0.003 ,0.044 
100341,0.014 ,0.475 ,0.016 ,0.029 ,0.184 ,0.133 ,0.166 ,0.157 ,0.432 ,0.036 ,0.042 ,0.098 ,0.006 ,0.110 ,0.092 ,0.009 ,0.227 ,0.063 ,0.386 ,0.156 ,0.269 ,0.029 ,0.175 
100342,0.019 ,0.464 ,0.028 ,0.017 ,0.171 ,0.173 ,0.218 ,0.191 ,0.389 ,0.065 ,0.037 ,0.146 ,0.011 ,0.075 ,0.103 ,0.013 ,0.216 ,0.082 ,0.445 ,0.145 ,0.202 ,0.061 ,0.203 
100343,0.021 ,0.477 ,0.083 ,0.078 ,0.234 ,0.271 ,0.287 ,0.205 ,0.434 ,0.045 ,0.040 ,0.228 ,0.012 ,0.121 ,0.168 ,0.014 ,0.230 ,0.106 ,0.532 ,0.178 ,0.298 ,0.139 ,0.322 
100344,0.026 ,0.493 ,0.154 ,0.239 ,0.302 ,0.261 ,0.339 ,0.218 ,0.476 ,0.032 ,0.046 ,0.290 ,0.014 ,0.184 ,0.233 ,0.015 ,0.229 ,0.142 ,0.565 ,0.238 ,0.442 ,0.174 ,0.347 
100345,0.024 ,0.493 ,0.166 ,0.235 ,0.279 ,0.286 ,0.334 ,0.209 ,0.480 ,0.033 ,0.057 ,0.298 ,0.013 ,0.176 ,0.226 ,0.014 ,0.236 ,0.132 ,0.560 ,0.241 ,0.407 ,0.182 ,0.340 
100346,0.025 ,0.503 ,0.329 ,0.326 ,0.137 ,0.164 ,0.332 ,0.193 ,0.533 ,0.055 ,0.125 ,0.437 ,0.013 ,0.116 ,0.170 ,0.012 ,0.331 ,0.130 ,0.418 ,0.320 ,0.395 ,0.178 ,0.248 
100347,0.015 ,0.502 ,0.397 ,0.389 ,0.056 ,0.083 ,0.313 ,0.150 ,0.568 ,0.047 ,0.098 ,0.453 ,0.007 ,0.066 ,0.104 ,0.007 ,0.415 ,0.086 ,0.302 ,0.352 ,0.389 ,0.119 ,0.260 
100348,0.005 ,0.500 ,0.444 ,0.390 ,0.028 ,0.063 ,0.207 ,0.095 ,0.561 ,0.015 ,0.058 ,0.348 ,0.001 ,0.038 ,0.070 ,0.003 ,0.450 ,0.038 ,0.231 ,0.368 ,0.290 ,0.058 ,0.391 
100349,0.007 ,0.502 ,0.463 ,0.469 ,0.030 ,0.055 ,0.240 ,0.107 ,0.577 ,0.019 ,0.066 ,0.361 ,0.002 ,0.041 ,0.076 ,0.004 ,0.452 ,0.044 ,0.222 ,0.371 ,0.343 ,0.067 ,0.341 
100350,0.009 ,0.502 ,0.469 ,0.498 ,0.030 ,0.058 ,0.287 ,0.111 ,0.591 ,0.023 ,0.060 ,0.407 ,0.003 ,0.043 ,0.074 ,0.005 ,0.463 ,0.052 ,0.212 ,0.362 ,0.383 ,0.109 ,0.315 
100351,0.005 ,0.498 ,0.472 ,0.496 ,0.021 ,0.067 ,0.284 ,0.079 ,0.593 ,0.019 ,0.040 ,0.402 ,0.001 ,0.031 ,0.048 ,0.003 ,0.503 ,0.037 ,0.178 ,0.371 ,0.370 ,0.120 ,0.360 
100352,0.005 ,0.493 ,0.455 ,0.393 ,0.015 ,0.038 ,0.221 ,0.061 ,0.615 ,0.018 ,0.025 ,0.402 ,0.001 ,0.019 ,0.025 ,0.003 ,0.523 ,0.034 ,0.097 ,0.348 ,0.373 ,0.117 ,0.274 
100353,0.006 ,0.489 ,0.439 ,0.356 ,0.014 ,0.019 ,0.157 ,0.057 ,0.625 ,0.014 ,0.020 ,0.363 ,0.001 ,0.017 ,0.022 ,0.003 ,0.511 ,0.032 ,0.073 ,0.345 ,0.353 ,0.086 ,0.191 
100354,0.010 ,0.483 ,0.444 ,0.371 ,0.008 ,0.011 ,0.099 ,0.053 ,0.639 ,0.011 ,0.014 ,0.297 ,0.001 ,0.013 ,0.022 ,0.004 ,0.498 ,0.024 ,0.057 ,0.342 ,0.338 ,0.049 ,0.118 
100355,0.018 ,0.465 ,0.461 ,0.375 ,0.004 ,0.006 ,0.055 ,0.046 ,0.667 ,0.009 ,0.006 ,0.215 ,0.001 ,0.008 ,0.021 ,0.006 ,0.482 ,0.016 ,0.038 ,0.480 ,0.259 ,0.020 ,0.042 
100356,0.028 ,0.471 ,0.455 ,0.474 ,0.002 ,0.005 ,0.086 ,0.046 ,0.673 ,0.009 ,0.004 ,0.137 ,0.001 ,0.005 ,0.026 ,0.009 ,0.468 ,0.011 ,0.027 ,0.656 ,0.274 ,0.013 ,0.016 
100357,0.013 ,0.193 ,0.001 ,0.001 ,0.108 ,0.008 ,0.002 ,0.034 ,0.789 ,0.009 ,0.052 ,0.011 ,0.000 ,0.031 ,0.005 ,0.001 ,0.100 ,0.001 ,0.018 ,0.017 ,0.211 ,0.000 ,0.017 
100358,0.009 ,0.197 ,0.001 ,0.000 ,0.083 ,0.009 ,0.002 ,0.028 ,0.804 ,0.007 ,0.044 ,0.009 ,0.000 ,0.027 ,0.004 ,0.001 ,0.121 ,0.001 ,0.016 ,0.016 ,0.184 ,0.000 ,0.016 
100359,0.006 ,0.232 ,0.001 ,0.003 ,0.052 ,0.006 ,0.001 ,0.035 ,0.900 ,0.004 ,0.013 ,0.007 ,0.000 ,0.033 ,0.009 ,0.000 ,0.180 ,0.001 ,0.013 ,0.037 ,0.515 ,0.000 ,0.009 
100360,0.007 ,0.252 ,0.001 ,0.006 ,0.042 ,0.004 ,0.001 ,0.041 ,0.915 ,0.004 ,0.009 ,0.007 ,0.000 ,0.026 ,0.013 ,0.000 ,0.220 ,0.001 ,0.012 ,0.042 ,0.571 ,0.000 ,0.005 
100361,0.024 ,0.401 ,0.002 ,0.004 ,0.219 ,0.021 ,0.016 ,0.091 ,0.630 ,0.028 ,0.120 ,0.024 ,0.002 ,0.117 ,0.048 ,0.010 ,0.143 ,0.034 ,0.076 ,0.128 ,0.337 ,0.001 ,0.015 
100362,0.024 ,0.468 ,0.010 ,0.008 ,0.199 ,0.120 ,0.130 ,0.178 ,0.407 ,0.066 ,0.089 ,0.087 ,0.008 ,0.098 ,0.084 ,0.012 ,0.182 ,0.069 ,0.329 ,0.146 ,0.217 ,0.020 ,0.083 
100363,0.021 ,0.470 ,0.021 ,0.014 ,0.198 ,0.185 ,0.201 ,0.194 ,0.384 ,0.065 ,0.053 ,0.126 ,0.011 ,0.087 ,0.107 ,0.014 ,0.206 ,0.086 ,0.452 ,0.147 ,0.203 ,0.047 ,0.174 
100364,0.028 ,0.480 ,0.064 ,0.072 ,0.280 ,0.220 ,0.308 ,0.232 ,0.432 ,0.057 ,0.035 ,0.226 ,0.016 ,0.127 ,0.181 ,0.017 ,0.202 ,0.124 ,0.538 ,0.197 ,0.336 ,0.128 ,0.283 
100365,0.036 ,0.493 ,0.156 ,0.179 ,0.363 ,0.258 ,0.376 ,0.264 ,0.442 ,0.050 ,0.030 ,0.320 ,0.023 ,0.181 ,0.263 ,0.020 ,0.208 ,0.185 ,0.615 ,0.225 ,0.429 ,0.219 ,0.388 
100366,0.033 ,0.492 ,0.157 ,0.140 ,0.332 ,0.324 ,0.369 ,0.263 ,0.453 ,0.050 ,0.050 ,0.317 ,0.021 ,0.168 ,0.257 ,0.020 ,0.219 ,0.171 ,0.618 ,0.227 ,0.368 ,0.231 ,0.370 
100367,0.036 ,0.503 ,0.243 ,0.220 ,0.197 ,0.199 ,0.346 ,0.243 ,0.507 ,0.081 ,0.148 ,0.427 ,0.022 ,0.130 ,0.209 ,0.016 ,0.297 ,0.170 ,0.494 ,0.304 ,0.377 ,0.206 ,0.226 
100368,0.036 ,0.505 ,0.312 ,0.345 ,0.126 ,0.089 ,0.331 ,0.221 ,0.556 ,0.091 ,0.180 ,0.495 ,0.018 ,0.104 ,0.154 ,0.014 ,0.340 ,0.152 ,0.378 ,0.347 ,0.433 ,0.161 ,0.148 
100369,0.015 ,0.504 ,0.419 ,0.438 ,0.066 ,0.095 ,0.276 ,0.148 ,0.561 ,0.032 ,0.111 ,0.397 ,0.005 ,0.075 ,0.119 ,0.008 ,0.392 ,0.073 ,0.311 ,0.357 ,0.383 ,0.094 ,0.280 
100370,0.015 ,0.504 ,0.452 ,0.496 ,0.054 ,0.073 ,0.266 ,0.145 ,0.570 ,0.026 ,0.112 ,0.381 ,0.004 ,0.066 ,0.116 ,0.007 ,0.398 ,0.065 ,0.279 ,0.360 ,0.388 ,0.080 ,0.280 
100371,0.016 ,0.503 ,0.463 ,0.529 ,0.038 ,0.056 ,0.267 ,0.139 ,0.580 ,0.024 ,0.093 ,0.374 ,0.004 ,0.056 ,0.104 ,0.007 ,0.413 ,0.059 ,0.240 ,0.357 ,0.384 ,0.084 ,0.271 
100372,0.009 ,0.503 ,0.469 ,0.504 ,0.033 ,0.060 ,0.251 ,0.109 ,0.581 ,0.020 ,0.071 ,0.365 ,0.002 ,0.044 ,0.079 ,0.005 ,0.446 ,0.047 ,0.224 ,0.367 ,0.370 ,0.080 ,0.314 
100373,0.010 ,0.501 ,0.466 ,0.520 ,0.034 ,0.072 ,0.283 ,0.101 ,0.595 ,0.027 ,0.063 ,0.406 ,0.003 ,0.044 ,0.066 ,0.005 ,0.456 ,0.051 ,0.213 ,0.358 ,0.403 ,0.115 ,0.259 
100374,0.011 ,0.500 ,0.438 ,0.470 ,0.034 ,0.062 ,0.259 ,0.100 ,0.597 ,0.031 ,0.062 ,0.407 ,0.003 ,0.042 ,0.059 ,0.005 ,0.452 ,0.055 ,0.186 ,0.350 ,0.396 ,0.102 ,0.212 
100375,0.014 ,0.500 ,0.436 ,0.462 ,0.027 ,0.034 ,0.205 ,0.096 ,0.613 ,0.028 ,0.051 ,0.412 ,0.003 ,0.037 ,0.049 ,0.006 ,0.440 ,0.053 ,0.139 ,0.342 ,0.407 ,0.095 ,0.140 
100376,0.020 ,0.493 ,0.474 ,0.462 ,0.011 ,0.015 ,0.122 ,0.077 ,0.639 ,0.018 ,0.024 ,0.343 ,0.002 ,0.022 ,0.036 ,0.007 ,0.446 ,0.034 ,0.086 ,0.404 ,0.378 ,0.062 ,0.088 
100377,0.028 ,0.484 ,0.482 ,0.442 ,0.006 ,0.006 ,0.075 ,0.071 ,0.657 ,0.016 ,0.013 ,0.248 ,0.002 ,0.015 ,0.036 ,0.009 ,0.423 ,0.023 ,0.056 ,0.510 ,0.294 ,0.023 ,0.028 
100378,0.023 ,0.196 ,0.002 ,0.000 ,0.151 ,0.017 ,0.003 ,0.050 ,0.734 ,0.016 ,0.110 ,0.016 ,0.001 ,0.042 ,0.010 ,0.002 ,0.068 ,0.003 ,0.028 ,0.014 ,0.162 ,0.000 ,0.014 
100379,0.026 ,0.227 ,0.002 ,0.001 ,0.225 ,0.019 ,0.005 ,0.068 ,0.791 ,0.015 ,0.097 ,0.020 ,0.001 ,0.074 ,0.015 ,0.002 ,0.067 ,0.003 ,0.043 ,0.028 ,0.330 ,0.000 ,0.013 
100380,0.036 ,0.405 ,0.017 ,0.015 ,0.237 ,0.087 ,0.050 ,0.112 ,0.562 ,0.051 ,0.151 ,0.079 ,0.004 ,0.104 ,0.073 ,0.021 ,0.088 ,0.033 ,0.144 ,0.112 ,0.282 ,0.009 ,0.058 
100381,0.041 ,0.468 ,0.044 ,0.063 ,0.306 ,0.199 ,0.124 ,0.168 ,0.517 ,0.075 ,0.209 ,0.153 ,0.009 ,0.170 ,0.151 ,0.029 ,0.130 ,0.082 ,0.321 ,0.197 ,0.358 ,0.035 ,0.089 
100382,0.041 ,0.482 ,0.025 ,0.024 ,0.234 ,0.135 ,0.113 ,0.201 ,0.458 ,0.086 ,0.242 ,0.137 ,0.014 ,0.131 ,0.125 ,0.020 ,0.172 ,0.108 ,0.316 ,0.196 ,0.254 ,0.025 ,0.054 
100383,0.042 ,0.482 ,0.024 ,0.027 ,0.275 ,0.201 ,0.151 ,0.220 ,0.442 ,0.087 ,0.200 ,0.136 ,0.015 ,0.149 ,0.148 ,0.022 ,0.166 ,0.110 ,0.392 ,0.195 ,0.267 ,0.035 ,0.081 
