Gridcode,longitude,latitude,altitude
100869,-72.723,42.221,147.446
100870,-72.364,42.221,163.033
100871,-72.004,42.221,244.614
100872,-71.645,42.221,132.137
100873,-71.286,42.221,60.465
100874,-70.943,42.193,36.858
100875,-79.167,42.461,331.247
100876,-78.831,42.487,395.449
100877,-78.472,42.487,527.842
100878,-78.113,42.487,497.043
100879,-77.753,42.487,481.079
100880,-77.394,42.487,496.634
100881,-77.035,42.487,342.809
100882,-76.675,42.487,348.23
100883,-76.316,42.487,415.252
100884,-75.957,42.487,430.252
100885,-75.598,42.487,460.845
100886,-75.238,42.487,453.008
100887,-74.879,42.487,531.305
100888,-74.52,42.487,546.621
100889,-74.16,42.487,424.644
100890,-73.801,42.487,116.261
100891,-73.442,42.487,332.485
100892,-73.082,42.487,489.618
100893,-72.723,42.487,256.383
100894,-72.364,42.487,228.366
100895,-72.004,42.487,300.472
100896,-71.645,42.487,122.838
100897,-71.286,42.487,53.028
100898,-70.976,42.515,26.376
100899,-78.798,42.736,263.712
100900,-78.472,42.751,386.166
100901,-78.113,42.751,428.219
100902,-77.753,42.751,296.139
100903,-77.394,42.751,379.052
100904,-77.035,42.751,242.367
100905,-76.675,42.751,235.051
100906,-76.316,42.751,401.907
100907,-75.957,42.751,473.759
100908,-75.598,42.751,459.322
100909,-75.238,42.751,471.948
100910,-74.879,42.751,480.478
100911,-74.52,42.751,374.733
100912,-74.16,42.751,286.55
100913,-73.801,42.751,90.298
100914,-73.442,42.751,337.318
100915,-73.082,42.751,513.284
100916,-72.723,42.751,373.718
100917,-72.364,42.751,246.149
100918,-72.004,42.751,352.551
100919,-71.645,42.751,132.262
100920,-71.286,42.751,66.51
100921,-70.945,42.745,28.938
100922,-78.818,43.023,185.989
100923,-78.472,43.015,230.434
100924,-78.113,43.015,252.864
100925,-77.753,43.015,194.167
100926,-77.394,43.015,193.135
100927,-77.035,43.015,159.353
100928,-76.675,43.015,148.061
100929,-76.316,43.015,218.58
100930,-75.957,43.015,251.104
100931,-75.598,43.015,302.877
100932,-75.238,43.015,314.177
100933,-74.879,43.015,303.525
100934,-74.52,43.015,292.847
100935,-74.16,43.015,250.388
100936,-73.801,43.015,122.464
100937,-73.442,43.015,185.238
100938,-73.082,43.015,584.86
100939,-72.723,43.015,424.734
100940,-72.364,43.015,277.365
100941,-72.004,43.015,360.396
100942,-71.645,43.015,185.869
100943,-71.286,43.015,113.454
100944,-70.934,43.019,33.835
100945,-78.817,43.232,121.867
100946,-78.47,43.258,135.932
100947,-78.114,43.258,148.103
100948,-77.774,43.236,125.278
100949,-77.034,43.214,121.69
100950,-76.656,43.259,121.446
100951,-76.316,43.277,129.51
100952,-75.957,43.277,152.668
100953,-75.598,43.277,202.386
100954,-75.238,43.277,308.254
100955,-74.879,43.277,469.656
100956,-74.52,43.277,563.306
100957,-74.16,43.277,432.142
100958,-73.801,43.277,263.093
100959,-73.442,43.277,152.081
100960,-73.082,43.277,480.512
100961,-72.723,43.277,468.832
100962,-72.364,43.277,299.62
100963,-72.004,43.277,369.994
100964,-71.645,43.277,169.949
100965,-71.286,43.277,206.629
100966,-70.926,43.277,87.7
100967,-70.632,43.3,46.189
100968,-76.281,43.489,113.963
100969,-75.957,43.538,258.414
100970,-75.598,43.538,485.268
100971,-75.238,43.538,407.187
100972,-74.879,43.538,630.856
100973,-74.52,43.538,679.747
100974,-74.16,43.538,592.052
100975,-73.801,43.538,333.03
100976,-73.442,43.538,203.282
100977,-73.082,43.538,310.921
100978,-72.723,43.538,537.706
100979,-72.364,43.538,316.483
100980,-72.004,43.538,389.488
100981,-71.645,43.538,236.999
100982,-71.286,43.538,235.77
100983,-70.926,43.538,188.13
100984,-70.567,43.538,65.067
100985,-75.956,43.797,286.203
100986,-75.598,43.798,422.149
100987,-75.238,43.798,412.061
100988,-74.879,43.798,597.15
100989,-74.52,43.798,666.785
100990,-74.16,43.798,572.536
100991,-73.801,43.798,409.184
100992,-73.442,43.798,224.91
100993,-73.082,43.798,320.76
100994,-72.723,43.798,461.92
100995,-72.364,43.798,329.62
100996,-72.004,43.798,409.584
100997,-71.645,43.798,349.925
100998,-71.286,43.798,272.266
100999,-70.926,43.798,198.544
101000,-70.567,43.798,103.848
101001,-70.235,43.816,53.501
101002,-69.852,43.84,15.594
101003,-75.954,44.058,133.121
101004,-75.598,44.057,225.252
101005,-75.238,44.057,382.137
101006,-74.879,44.057,550.588
101007,-74.52,44.057,575.332
101008,-74.16,44.057,673.27
101009,-73.801,44.057,676.133
101010,-73.442,44.057,197.902
101011,-73.082,44.057,336.601
101012,-72.723,44.057,460.779
101013,-72.364,44.057,451.858
101014,-72.004,44.057,375.782
101015,-71.645,44.057,684.389
101016,-71.286,44.057,520.956
101017,-70.926,44.057,207.241
101018,-70.567,44.057,145.159
101019,-70.208,44.057,92.002
101020,-69.848,44.057,51.197
101021,-69.495,44.063,39.226
101022,-69.201,44.074,35.461
101023,-75.93,44.28,99.115
101024,-75.598,44.314,135.07
101025,-75.238,44.314,247.155
101026,-74.879,44.314,436.239
101027,-74.52,44.314,498.584
101028,-74.16,44.314,565.195
101029,-73.801,44.314,574.835
101030,-73.442,44.314,166.944
101031,-73.082,44.314,243.73
101032,-72.723,44.314,404.191
101033,-72.364,44.314,426.544
101034,-72.004,44.314,335.713
101035,-71.645,44.314,454.539
101036,-71.286,44.314,744.392
101037,-70.926,44.314,365.73
101038,-70.567,44.314,257.44
101039,-70.208,44.314,133.849
101040,-69.848,44.314,81.089
101041,-69.489,44.314,96.462
101042,-69.148,44.321,98.001
101043,-68.715,44.336,30.617
101044,-68.395,44.338,42.957
101045,-75.563,44.546,98.055
101046,-75.238,44.571,128.912
101047,-74.879,44.571,283.226
101048,-74.52,44.571,453.736
101049,-74.16,44.571,531.909
101050,-73.801,44.571,427.236
101051,-73.442,44.571,95.133
101052,-73.082,44.571,155.759
101053,-72.723,44.571,397.973
101054,-72.364,44.571,427.971
101055,-72.004,44.571,435.91
101056,-71.645,44.571,435.525
101057,-71.286,44.571,512.583
101058,-70.926,44.571,540.927
101059,-70.567,44.571,295.288
101060,-70.208,44.571,211.728
101061,-69.848,44.571,116.622
101062,-69.489,44.571,82.282
101063,-69.13,44.571,132.955
101064,-68.768,44.575,71.427
101065,-68.414,44.576,55.459
101066,-68.047,44.579,56.899
101067,-67.699,44.605,23.434
101068,-75.206,44.787,91.612
101069,-74.878,44.826,94.045
101070,-74.52,44.826,177.556
101071,-74.16,44.826,383.049
101072,-73.801,44.826,412.948
101073,-73.442,44.826,82.3
101074,-73.082,44.826,120.584
101075,-72.723,44.826,346.152
101076,-72.364,44.826,395.957
101077,-72.004,44.826,467.83
101078,-71.645,44.826,525.16
101079,-71.286,44.826,599.985
101080,-70.926,44.826,508.568
101081,-70.567,44.826,542.175
101082,-70.208,44.826,295.007
101083,-69.848,44.826,128.802
101084,-69.489,44.826,103.172
101085,-69.13,44.826,90.34
101086,-68.77,44.826,54.5
101087,-68.411,44.826,99.638
101088,-68.052,44.826,114.74
101089,-67.692,44.826,61.663
101090,-67.333,44.827,40.026
101091,-71.278,45.076,582.724
101092,-70.926,45.081,614.235
101093,-70.567,45.081,580.228
101094,-70.208,45.081,469.485
101095,-69.848,45.081,307.325
101096,-69.489,45.081,204.276
101097,-69.13,45.081,127.859
101098,-68.77,45.081,60.823
101099,-68.411,45.081,97.982
101100,-68.052,45.081,133.469
101101,-67.692,45.081,83.255
101102,-67.338,45.065,71.293
101103,-70.557,45.326,598.253
101104,-70.208,45.334,437.077
101105,-69.848,45.334,374.827
101106,-69.489,45.334,291.636
101107,-69.13,45.334,187.549
101108,-68.77,45.334,105.483
101109,-68.411,45.334,111.581
101110,-68.052,45.334,141.854
101111,-67.692,45.334,111.722
101112,-70.523,45.563,525.829
101113,-70.208,45.586,455.318
101114,-69.848,45.586,380.295
101115,-69.489,45.586,410.221
101116,-69.13,45.586,374.441
101117,-68.77,45.586,160.266
101118,-68.411,45.586,118.295
101119,-68.052,45.586,143.837
101120,-67.715,45.559,145.961
101121,-70.186,45.824,526.292
101122,-69.848,45.837,375.416
101123,-69.489,45.837,365.127
101124,-69.13,45.837,356.787
101125,-68.77,45.837,279.903
101126,-68.411,45.837,166.541
101127,-68.052,45.837,158.65
101128,-70.156,46.082,490.167
101129,-69.848,46.086,453.197
101130,-69.489,46.086,322.969
101131,-69.13,46.086,379.716
101132,-68.77,46.086,304.163
101133,-68.411,46.086,240.859
101134,-68.052,46.086,196.033
101135,-69.848,46.335,426.351
101136,-69.489,46.335,347.14
101137,-69.13,46.335,324.733
101138,-68.77,46.335,265.447
101139,-68.411,46.335,257.337
101140,-68.052,46.335,240.398
101141,-69.843,46.58,372.93
101142,-69.489,46.583,366.474
101143,-69.13,46.583,390.748
101144,-68.77,46.583,319.166
101145,-68.411,46.583,213.131
101146,-68.052,46.583,207.518
101147,-69.779,46.803,339.904
101148,-69.489,46.829,339.19
101149,-69.13,46.829,374.096
101150,-68.77,46.829,320.48
101151,-68.411,46.829,229.441
101152,-68.052,46.829,186.609
101153,-69.464,47.061,347.803
101154,-69.13,47.074,328.534
101155,-68.769,47.073,338.862
101156,-68.411,47.074,231.135
101157,-68.059,47.07,224.063
101158,-69.169,47.309,329.94
