Gridcode,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,Ave,bio12,GI,HD,IN
100296,1321.939,1539.722,1197.769,1210.734,952.394,1048.513,1326.986,1169.704,1379.186,1184.021,1041.266,1018.902,1407.16,1200.143,1011.275,1089.571,977.381,1086.199,1234.391,1310.136,1344.785,1036.648,1444.685,1189.401,1401.653,792.273,1022.474,1060.872,1457.389,1907.449,921.324,964.788,1392.617,881.655,1231.565,1061.264,1603.322,1252.217,938.376,1134.769,1150.912,954.36,1204.33,1158.085,1144.478,1311.611,1154.712,1337.27,1437.37,1154.859,938.179,953.729,1108.737,1162.824,780.07,1006.297,1097.644,1275.333,1084.078,1380.874,1173.081,1305.931,1153.229,1264.455,1756.605,1159.115,1164.998,1217.539,1142.721,1201.64,1079.039,1432.772,1285.456,1317.86,1185.66,1509.216,1349.042,1111.907,969.552,1321.542,1191.664,849.927,1204.592,1321.257,1201.957,1193.794,951.102,929.984,892.589,1377.088,1221.67,1116.178,1279.781,1009.642,1339.634,1300.192,1302.785,1266.467,1248.058,873.904,905.474,834.444,1222.707,1367.751,1088.888,1231.831,1019.257,827.286,966.543,1365.916,1009.833,913.025,1019.822,1486.422,1011.416,1662.8,820.019,1054.11,1578.601,1146.308,1644.309,1125.368,1151.161,1180.241,1197.698,1331.825,1387.619,1227.048
100297,1330.009,1520.816,1225.402,1278.956,943.3,1061.135,1306.698,1168.441,1359.522,1155.197,1072.267,1013.737,1345.036,1178.554,1024.849,1112.219,1011.543,1034.818,1194.099,1283.939,1299.03,1046.33,1451.827,1192.75,1434.151,795.208,1033.54,1049.021,1495.919,1883.457,961.364,958.733,1347.639,891.601,1221.728,1082.915,1582.48,1290.088,973.317,1114.363,1078.721,1010.136,1237.927,1113.732,1175.555,1266.677,1094.469,1334.386,1433.642,1161.25,952.245,974.452,1118.767,1149.732,773.176,1023.728,1072.546,1262.483,1106.386,1420.377,1194.039,1268.847,1152.017,1212.211,1745.847,1146.521,1132.783,1200.211,1128.786,1246.525,1116.08,1479.983,1293.098,1347.134,1187.183,1502.801,1350.469,1109.431,1018.172,1342.864,1196.579,952.06,1330.399,1294.268,1180.226,1288.299,1070.874,1072.171,901.932,1397.588,1145.592,1189.951,1244.007,971.381,1302.213,1261.687,1225.034,1254.624,1316.561,898.205,959.782,829.871,1281.139,1361.133,994.949,1146.152,1065.449,825.12,1004.336,1311.868,901.876,911.456,1014.225,1383.062,1087.468,1648.192,888.631,1017.185,1525.312,1168.54,1535.587,1148.107,1166.18,1181.55,1201.732,1332.321,1400.179,1242.071
100298,1280.042,1482.424,1199.577,1252.98,934.5,1032.695,1239.244,1171.62,1315.904,1086.062,1042.613,963.475,1273.587,1121.685,1020.445,1061.433,998.516,978.418,1099.657,1184.963,1257.673,1033.738,1412.728,1139.969,1400.297,807.69,994.286,1062.168,1513.863,1788.256,970.286,929.329,1287.137,848.126,1167.977,1043.215,1504.229,1234.811,968.141,1114.113,985.494,999.9,1247.426,1080.611,1190.687,1260.187,1029.276,1304.501,1375.115,1133.344,909.649,946.51,1163.638,1092.783,758.516,1017.606,1026.042,1203.396,1122.598,1428.048,1178.14,1208.345,1136.615,1176.106,1735.15,1138.404,1072.176,1167.21,1098.842,1190.038,1110.014,1409.04,1284.618,1301.912,1150.048,1464.698,1293.351,1110.829,1044.733,1304.413,1156.286,981.459,1287.391,1227.938,1154.626,1191.928,1033.645,1073.79,932.021,1367.312,1043.31,1166.467,1233.311,982.176,1194.492,1196.82,1131.246,1278.336,1303.045,881.121,1042.281,807.075,1344.629,1297.102,1064.856,1064.84,1166.919,806.357,1112.659,1319.499,900.468,998.115,1015.335,1354.629,1214.339,1632.286,1014.376,1041.261,1482.937,1120.215,1382.165,1130.444,1142.834,1157.238,1181.27,1305.444,1377.889,1231.603
100299,1226.337,1416.919,1162.323,1233.402,962.682,1057.989,1223.617,1217.845,1288.813,1064.28,1051.003,965.151,1260.272,1165.885,1014.404,1085.92,1000.708,980.975,1040.543,1138.54,1199.795,1040.416,1419.201,1115.286,1368.703,814.79,977.087,1061.359,1477.314,1719.872,954.113,948.601,1252.671,821.956,1131.142,993.845,1453.255,1237.23,964.156,1136.843,949.713,1032.183,1274.343,1056.856,1223.485,1218.426,975.723,1263.177,1357.704,1148.384,900.839,914.977,1230.301,1083.072,730.82,1008.443,979.941,1154.985,1156.378,1450.025,1176.815,1201.856,1146.333,1134.028,1694.722,1129.725,1050.747,1169.92,1082.02,1142.985,1061.018,1367.697,1246.849,1275.512,1116.288,1432.847,1256.382,1107.89,1058.484,1356.901,1095.014,989.177,1231.734,1170.021,1092.995,1077.644,962.215,1184.549,944.064,1288.898,1105.304,1187.519,1223.307,1009.086,1191.431,1143.727,980.989,1310.583,1323.254,903.241,969.832,767.127,1272.025,1266.22,1034.426,999.541,1121.484,868.746,1231.238,1265.873,983.317,1053.599,1119.688,1309.713,1244.265,1561.524,1066.723,1074.473,1387.583,1131.969,1437.636,1176.195,1155.736,1145.347,1173.222,1292.937,1365.667,1234.54
100300,1218.596,1366.383,1127.266,1247.023,991.174,1062.38,1225.207,1161.717,1318.284,1023.782,1041.589,971.713,1212.554,1152.595,998.576,1016.387,986.12,951.848,951.45,1055.808,1144.249,1039.727,1343.892,1031.439,1410.334,800.612,968.799,1091.836,1565.229,1627.352,949.161,889.881,1212.753,769.486,1029.73,972.856,1455.21,1257.282,981,1142.18,917.591,1036.903,1272.079,1022.792,1195.211,1276.689,985.104,1263.77,1427.553,1184.171,909.217,853.142,1191.406,1036.756,675.185,978.927,928.167,1081.014,1142.089,1457.472,1155.001,1131.564,1094.68,1070.445,1599.481,1133.941,1000.539,1145.211,1029.576,1063.652,1009.047,1334.551,1160.485,1245.468,1101.796,1393.762,1197.147,1006.152,1050.327,1300.434,1044.517,885.717,1242.992,1127.15,1043.119,1108.494,837.16,1213.235,879.298,1316.21,1083.481,1204.556,1109.975,984.132,1239.134,1159.308,945.124,1286.062,1324.888,965.958,899.471,686.313,1097.589,1293.2,1015.134,967.979,1078.899,815.011,1166.178,1145.064,992.375,1001.907,1123.352,1310.424,1298.378,1464.604,1104.679,1111.292,1409.295,1100.469,1565.947,1147.203,1094.554,1119.608,1182.339,1300.714,1372.857,1254.911
100301,1209.874,1406.415,1126.234,1284.079,1053.208,1121.138,1283.774,1200.743,1380.768,1040.647,1090.853,971.005,1242.604,1193.696,1040.162,1141.709,1079.402,1052.166,1057.911,1057.578,1220.791,1050.275,1457.789,1056.493,1441.888,858.353,985.593,1098.136,1587.434,1573.967,995.202,913.82,1247.567,812.855,1042.57,978.661,1397.612,1245.849,1075.222,1164.645,960.987,1101.105,1275.858,1000.277,1189.815,1378.632,1032.461,1305.705,1434.572,1186.96,959.366,872.554,1232.957,1099.049,782.122,1026.108,1035.948,1133.837,1218.506,1544.986,1231.76,1253.047,1159.209,1087.091,1610.309,1244.321,1119.686,1112.226,1082.808,1111.566,1041.66,1392.88,1200.739,1268.289,1166.348,1469.34,1167.45,1037.782,1085.15,1348.841,1059.721,927.777,1268.037,1207.573,1067.454,1213.024,870.781,1226.33,943.66,1286.128,1107.286,1175.921,1233.89,1043.432,1415.919,1279.99,1109.368,1318.499,1323.663,1051.438,1080.57,760.479,1151.713,1270.512,1218.291,1106.44,1143.975,904.352,1222.465,1137.199,1077.784,1022.986,1093.676,1253.293,1186.012,1396.498,1319.014,1104.83,1619.288,1133.566,1784.632,1200.1,1244.665,1168.807,1176.619,1290.921,1361.286,1258.429
100302,1196.593,1421.063,1112.157,1321.36,1126.275,1178.945,1328.003,1207.492,1426.19,1057.259,1110.425,978.335,1247.363,1219.152,1039.901,1214.479,1131.245,1116.86,1108.823,1035.101,1271.405,1051.767,1527.332,1063.544,1477.772,929.117,1007.808,1142.261,1623.912,1558.321,1011.192,932.232,1277.871,843.814,1068.499,1005.53,1400.307,1241.895,1122.819,1170.798,1001.963,1132.346,1248.24,993.941,1229.35,1457.247,1085.378,1346.863,1460.894,1191.807,989.991,910.205,1236.42,1123.754,846.716,1080.243,1099.68,1168.559,1269.35,1517.438,1245.405,1257.638,1192.498,1059.668,1576.577,1306.612,1184.383,1110.331,1105.413,1186.255,1065.014,1417.87,1204.617,1304.897,1263.207,1467.221,1154.425,1111.082,1129.349,1339.007,1093.451,1010.882,1310.448,1309.547,1047.325,1241.292,900.571,1134.459,935.732,1330.419,1016.584,1077.928,1297.849,960.641,1528.161,1317.86,1228.845,1240.633,1252.002,1130.015,1156.882,805.21,1178.971,1292.269,1374.018,1202.365,1228.771,951.624,1312.698,1151.227,1125.001,1006.006,1146.047,1357.632,1158.643,1585.701,1495.637,1165.329,1671.4,1183.517,1865.788,1268.981,1268.3,1200.762,1170.089,1280.982,1349.5,1258.161
100303,1196.809,1443.678,1113.72,1300.614,1144.529,1182.423,1341.395,1189.92,1433.118,1040.123,1134.961,952.852,1198.963,1275.387,1042.275,1219.564,1148.168,1150.145,1129.754,1023.698,1296.582,1044.02,1512.088,1054.487,1472.16,889.02,966.731,1073.146,1652.14,1498.896,1012.507,952.593,1246.109,865.814,1072.17,996.049,1374.313,1202.54,1146.627,1151.691,1030.05,1115.045,1170.961,1037.654,1220.024,1478.696,1116.426,1347.979,1459.595,1199.411,1016.618,883.683,1162.94,1084.994,862.701,1095.093,1093.094,1169.049,1269.767,1494.072,1251.887,1212.52,1154.123,1000.294,1570.661,1284.048,1167.104,1076.204,1063.962,1193.771,1044.856,1456.176,1175.508,1285.16,1303.92,1423.03,1114.133,1091.302,1143.829,1317.089,1070.2,1058.677,1258.629,1400.331,1090.717,1187.921,949.425,1097.319,908.215,1331.709,917.288,1086.171,1259.42,1010.372,1455.42,1382.744,1307.616,1186.675,1250.211,1218.363,1145.111,751.977,1174.77,1248.483,1266.023,1105.257,1211.078,839.224,1395.995,1202.156,1114.648,1050.949,1137.546,1325.278,1180.587,1469.969,1688.372,1211.804,1684.039,1147.639,1877.897,1158.129,1162.51,1193.139,1175.651,1282.778,1349.143,1265
100304,1206.121,1466.715,1129.463,1299.378,1183.055,1205.392,1360.789,1206.491,1459.547,1029.765,1148.877,948.794,1179.196,1334.383,1075.228,1244.709,1164.602,1198.361,1136.761,1026.3,1341.702,1056.931,1514.867,1025.893,1498.357,912.749,979.534,1046.148,1605.868,1509.915,1021.743,964.409,1225.962,893.152,1117.19,1027.738,1363.698,1195.837,1195.731,1160.45,1012.614,1113.235,1155.46,1071.627,1233.503,1482.422,1147.196,1381.313,1453.668,1212.637,1035.962,875.409,1156.635,1100.152,900.912,1175.945,1105.476,1198.497,1293.048,1487.645,1255.94,1215.838,1198.672,1019.63,1551.836,1281.78,1173.473,1113.453,1035.752,1239.819,1047.856,1454.887,1201.382,1300.592,1359.578,1397.953,1110.508,1136.235,1161.766,1325.627,1080.321,1085.336,1241.069,1376.563,1117.55,1146.714,938.726,1131.177,930.406,1274.241,888.079,1134.482,1239.095,1047.396,1359.076,1332.797,1392.653,1137.823,1297.176,1373.371,1149.136,796.192,1258.807,1330.541,1193.957,1141.372,1245.4,817.129,1403.113,1253.599,1073.02,1021.733,1135.152,1233.313,1307.115,1463.884,1741.615,1311.406,1550.778,1159.141,1975.702,1234.492,1136.899,1205.653,1212.492,1319.905,1382.794,1304.698
100305,1238.85,1488.502,1152.998,1330.415,1239.393,1253.379,1380.711,1239.473,1539.273,1053.915,1202.857,945.823,1194.995,1379.571,1157.706,1286.176,1193.572,1285.554,1139.076,1037.99,1398.854,1081.845,1518.655,990.425,1505.575,950.762,1019.019,1049.733,1531.671,1540.266,1073.541,995.146,1227.068,936.55,1176.574,1061.691,1382.856,1201.223,1227.694,1206.076,1013.751,1113.622,1167.885,1115.196,1268.093,1470.678,1235.662,1446.309,1487.813,1258.75,1085.416,925.166,1198.026,1192.308,935.465,1266.336,1123.123,1200.223,1363.707,1506.767,1263.105,1244.896,1292.265,1070.403,1499.234,1270.733,1213.366,1158.185,1017.556,1316.928,1115.837,1467.573,1235.839,1331.341,1433.828,1357.845,1107.673,1230.712,1187.472,1371.425,1107.833,1171.758,1221.112,1333.673,1189.18,1005.508,949.454,1254.755,997.911,1300.342,976.368,1253.113,1320.432,1144.593,1366.846,1316.918,1555.841,1114.691,1463.236,1612.95,1213.918,854.627,1184.073,1431.537,1139.031,1154.572,1303.715,799.288,1344.566,1340.717,1109.645,1092.79,1193.96,1272.645,1344.661,1435.978,1843.72,1278.768,1745.711,1121.399,1830.991,1317.933,1069.687,1239.483,1241.036,1348.821,1406.464,1334.714
100306,1251.88,1520.865,1155.185,1337.552,1243.02,1284.98,1444.511,1270.633,1576.87,1086.841,1250.464,959.209,1206.861,1402.689,1228.57,1324.692,1197.597,1340.336,1152.708,1043.008,1417.135,1118.9,1534.364,1017.623,1532.655,983.805,1013.599,1052.386,1554.223,1579.263,1102.252,1013.897,1222.39,984.989,1217.323,1108.394,1422.713,1221.304,1252.52,1246.642,1030.198,1113.844,1197.743,1152.026,1283.352,1460.153,1312.809,1448.562,1460.78,1257.206,1148.339,946.265,1201.837,1220.999,957.989,1327.576,1140.341,1236.213,1397.852,1512.22,1305.678,1250.529,1331.865,1092.438,1498.123,1247.769,1246.106,1188.203,1021.696,1384.571,1127.461,1477.187,1295.834,1340.614,1439.321,1416.648,1171.237,1274.929,1187.935,1406.095,1139.009,1177.855,1258.516,1370.68,1234.575,1078.033,1021.74,1246.056,1048.716,1310.553,1016.289,1254.866,1323.933,1150.825,1365.305,1339.119,1581.139,1169.512,1428.616,1667.04,1248.669,886.363,1269.553,1599.494,1245.735,1258.583,1464.362,898.285,1229.828,1309.501,1148.837,1039.415,1226.137,1347.927,1375.051,1585.534,1803.24,1351.422,1876.332,1128.449,1803.383,1312.146,1114.236,1269.026,1288.333,1389.159,1448.603,1383.317
100307,1280.645,1573.675,1157.91,1364.053,1266.58,1364.54,1545.266,1342.667,1644.243,1129.101,1327.35,1018.41,1308.525,1469.582,1331.719,1397.838,1220.202,1362.786,1168.976,1081.152,1486.962,1329.247,1632.139,1077.538,1627.611,1074.946,1012.078,1066.698,1594.624,1611.384,1188.485,1003.894,1249.877,1126.753,1344.333,1218.243,1521.884,1300.094,1321.474,1280.313,1084.998,1135.261,1243.218,1284.005,1323.453,1528.792,1592.272,1558.375,1478.858,1249.897,1327.062,1080.272,1249.891,1336.66,993.401,1501.519,1194.481,1291.807,1491.832,1503.184,1382.462,1344.221,1433.022,1185.754,1544.434,1297.218,1399.882,1225.34,1099.324,1518.647,1210.027,1587.098,1393.18,1450.237,1460.946,1544.466,1344.741,1331.33,1195.836,1500.088,1222.53,1210.075,1369.939,1407.099,1415.594,1199.378,1177.408,1389.356,1129.201,1423.189,1113.646,1271.918,1420.497,1214.068,1394.01,1412.396,1708.154,1215.057,1568.034,1853.208,1389.461,1006.696,1383.323,1711.905,1314.137,1503.117,1586.921,898.151,1212.916,1308.345,1289.454,1048.265,1308.069,1390.183,1545.538,1741.969,1850.614,1415.966,2151.548,1194.434,1647.542,1472.908,1104.988,1348.882,1360.143,1453.778,1513.778,1457.952
100308,1270.536,1549.889,1114.421,1375.536,1233.7,1396.721,1582.411,1315.884,1617.927,1114.437,1306.554,1005.866,1368.76,1471.692,1300.47,1381.252,1246.046,1279.056,1098.732,1118.893,1505.681,1531.607,1662.302,1072.337,1721.292,1165.719,1007.394,1071.155,1543.894,1620.756,1215.874,941.016,1262.848,1258.604,1518.744,1257.435,1581.28,1391.977,1354.846,1281.944,1107.744,1184.798,1246.715,1377.986,1344.418,1580.533,1798.152,1638.949,1494.816,1232.806,1430.861,1209.244,1282.749,1466.627,1033.521,1586.767,1204.689,1306,1537.978,1467.529,1396.645,1387.767,1484.413,1235.92,1578.41,1348.695,1509.959,1235.86,1116.219,1542.299,1291.678,1599.314,1434.821,1536.88,1458.325,1565.19,1473.014,1314.699,1178.674,1532.664,1234.534,1257.902,1434.885,1446.056,1530.028,1252.731,1223.862,1477.934,1162.797,1510.497,1159.75,1288.56,1474.513,1240.219,1410.114,1446.004,1756.93,1248.053,1720.262,1971.555,1465.926,1051.043,1373.132,1858.727,1482.505,1735.89,1543.242,838.483,1331.543,1669.625,1412.002,1078.152,1413.393,1422.674,1661.785,1965.868,1954.722,1631.012,2498.767,1415.623,1758.869,1484.585,1236.788,1401.637,1393.605,1479.07,1539.93,1481.163
100309,1624.518,1597.581,1147.129,1362.095,1039.73,1398.598,1578.255,1245.825,1268.901,1608.594,1241.22,1390.714,1557.01,1247.908,1168.694,1431.023,1302.905,1490.508,1376.575,1428.268,1786.011,1294.576,1581.705,1490.061,1259.607,1079.09,1391.128,1301.841,1386.093,1846.387,1034.203,1115.878,1791.573,1128.398,1420.704,1285.737,1494.808,1377.8,1385.214,1316.101,1202.955,1083.676,1487.177,1160.123,1374.103,1495.466,1794.727,1270.313,1678.422,1562.173,1554.666,1592.526,1293.681,1307.376,1174.492,1259.083,1354.498,1719.507,1147.597,1381.404,1263.63,1530.802,1543.041,1468.538,1740.408,1195.428,1492.165,1625.659,1158.04,1449.579,1250.923,1426.654,1578.534,1749.863,1443.994,1702.917,1415.322,1675.127,1161.291,1798.763,1479.288,1279.637,1678.923,1549.782,1513.798,1200.728,1151.12,1088.091,1148.016,1974.769,1814.137,1586.791,1598.877,1174.022,1789.511,1439.034,1585.286,1613.669,1446.728,1187.365,1279.71,1381.093,1586.193,1706.323,1489.083,1246.868,1140.214,883.129,1294.135,1829.176,1264.56,1638.136,1278.013,1889.072,1315.928,1588.363,932.529,1581.61,1845.995,1723.196,1809.466,1808.107,1592.98,1432.854,1461.304,1614.875,1609.839,1508.464
100310,1556.397,1578.389,1137.432,1315.622,954.911,1367.464,1569.657,1193.329,1177.12,1496.088,1141.444,1220.301,1480.178,1198.73,1141.03,1367.442,1264.449,1458.738,1331.556,1390.153,1798.787,1279.872,1520.15,1449.129,1260.664,1053.154,1318.445,1247.757,1353.074,1791.133,1021.417,1134.89,1763.97,1061.01,1347.167,1260.931,1558.207,1329.849,1344.747,1253.725,1151.959,1053.098,1467.577,1178.115,1336.453,1420.432,1610.962,1280.738,1593.684,1466.143,1421.816,1536.3,1276.62,1297.401,1218.64,1235.654,1276.008,1603.215,1111.169,1315.958,1232.694,1534.637,1429.621,1435.075,1705.56,1176.688,1456.918,1610.219,1168.711,1284.483,1181.548,1384.692,1525.214,1632.866,1331.391,1625.535,1406.991,1519.954,1105.533,1722.001,1392.482,1155.975,1570.911,1418.172,1335.684,1020.992,1036.638,945.303,1059.173,1804.304,1668.111,1421.379,1438.847,975.241,1529.705,1345.808,1458.279,1484.325,1311.96,1069.434,1159.082,1246.814,1487.231,1704.198,1426.291,1217.826,1009.379,738.643,1185.116,1685.983,1107.424,1462.296,1220.814,1880.077,1242.264,1633.688,832.827,1413.563,1777.46,1503.069,1673.736,1622.671,1451.304,1357.197,1415.714,1570.571,1565.333,1461.413
100311,1630.825,1727.835,1212.705,1469.866,1050.022,1464.051,1714.176,1277.893,1355.172,1647.735,1252.298,1345.955,1610.025,1312.986,1217.535,1455.534,1356.304,1510.706,1457.349,1515.714,1866.862,1361.73,1597.172,1521.982,1339.305,1073.181,1408.89,1284.141,1419.256,1927.18,1058.409,1215.703,1847.946,1104.26,1415.598,1246.044,1618.316,1387.744,1428.839,1299.2,1269.79,1103.996,1563.343,1250.257,1447.872,1537.363,1667.147,1399.901,1656.898,1585.163,1391.174,1588.297,1355.027,1378.536,1303.031,1332.899,1421.706,1698.625,1244.716,1469.142,1262.628,1654.143,1527.189,1495.686,1889.342,1251.232,1616.053,1779.18,1285.081,1365.649,1287.614,1619.966,1629.536,1718.223,1535.212,1687.629,1583.748,1652.68,1232.88,1803.616,1498.048,1252.524,1920.671,1673.3,1491.896,1219.371,1193.935,1080.266,1174.371,2032.64,1890.072,1551.969,1675.507,1092.636,1684.537,1539.802,1670.644,1628.346,1549.007,1255.959,1356.751,1383.747,1535.601,1796.29,1562.045,1350.966,1121.263,820.649,1264.592,1722.718,1100.822,1417.741,1287.502,2035.417,1324.383,1802.408,866.969,1553.644,1893.429,1602.82,1799.06,1644.772,1425.581,1465.799,1522.536,1696.375,1690.321,1569.732
100312,1818.1,2032.011,1359.556,1695.391,1205.849,1696.162,2021.975,1412.416,1646.849,1891.941,1428.825,1532.625,1842.653,1524.49,1418.663,1748.78,1631.068,1610.975,1736.159,1656.649,2044.691,1526.039,1737.484,1657.493,1506.726,1130.923,1599.043,1407.9,1595.954,2209.467,1152.929,1378.503,2066.774,1198.063,1553.261,1315.405,1809.068,1590.863,1561.01,1435.565,1502.174,1217.71,1726.579,1434.117,1644.445,1654.552,1838.71,1531.538,1851.149,1854.023,1520.314,1692.916,1514.278,1568.96,1419.889,1472.857,1575.565,1889.038,1408.161,1693.432,1425.921,1855.978,1601.83,1667.175,2109.183,1337.995,1778.53,1969.816,1470.006,1647.715,1393.473,1835.462,1822.861,1907.463,1809.144,1874.833,1792.184,1867.253,1396.574,1928.198,1680.361,1360.885,2103.65,2024.232,1776.867,1432.521,1425.914,1410.326,1463.256,2281.074,2086.068,1844.269,2135.319,1418.23,2116.61,1844.2,1965.918,1818.395,1829.865,1530.975,1461.124,1504.657,1714.549,1860.335,1785.545,1688.341,1433.128,1102.329,1461.211,2048.433,1435.344,1556.486,1457.424,2236.125,1505.226,2124.693,1054.407,1764.492,2160.406,1985.17,2191.206,1854.28,1734.859,1671.211,1617.048,1808.111,1803.095,1666.127
100313,1792.236,2088.477,1380.119,1707.008,1165.459,1760.605,2108.506,1409.702,1656.15,1812.128,1479.115,1601.672,1826.922,1531.415,1485.207,1838.255,1681.181,1619.138,1822.619,1660.709,2086.476,1552.55,1741.072,1666.498,1530.02,1139.125,1600.695,1426.347,1642.513,2302.444,1192.395,1396.524,2126.628,1233.057,1606.526,1378.666,1869.772,1713.639,1551.819,1494.593,1546.456,1253.49,1731.224,1530.763,1649.2,1668.275,1843.177,1536.67,1937.929,1949.595,1549.159,1613.218,1527.056,1641.335,1385.701,1454.598,1586.388,1831.383,1426.075,1790.861,1561.261,1937.967,1567.684,1709.477,2110.255,1375.283,1813.251,2019.128,1521.635,1720.974,1432.478,1837.584,1866.373,1956.867,1833.283,1950.45,1856.697,1927.269,1415.241,1970.844,1638.659,1288.917,1927.747,1933.185,1768.856,1417.696,1342.823,1442.244,1386.179,2110.639,1900.048,1839.204,2141.694,1459.509,2085.013,1853.166,1930.348,1814.717,1710.208,1565.445,1293.33,1343.621,1743.684,1857.707,1714.547,1813.562,1439.508,1100.59,1475.586,2118.937,1611.73,1626.096,1460.801,2333.69,1429.414,2110.868,1034.696,1692.679,2297.926,2035.662,2299.395,1867.131,1718.541,1686.915,1615.968,1813.873,1809.095,1663.937
100314,1695.378,1973.294,1362.094,1583.141,1106.395,1637.817,2000.302,1360.193,1567.405,1679.014,1364.304,1458.345,1730.62,1446.26,1410.414,1695.25,1512.818,1505.969,1670.456,1602.767,1873.026,1455.693,1663.784,1558.33,1461.746,1066.214,1445.083,1288.905,1499.727,2119.503,1129.979,1284.231,1969.84,1151.315,1609.855,1347.964,1850.359,1625.019,1417.783,1438.925,1432.264,1178.712,1609.163,1455.208,1535.001,1575.843,1656.202,1449.219,1843.458,1910.856,1434.819,1432.965,1448.147,1614.089,1228.743,1309.66,1444.52,1644.362,1312.079,1655.349,1490.765,1836.006,1468.177,1640.08,2028.213,1327.546,1691.808,1812.036,1413.261,1619.711,1291.832,1701.091,1741.669,1823.028,1638.426,1889.899,1777.633,1719.508,1337.743,1949.203,1552.237,1104.936,1719.169,1680.114,1557.373,1348.294,1170.125,1303.096,1144.985,1788.454,1612.17,1586.934,1878.116,1322.992,1768.286,1648.896,1672.094,1615.979,1598.078,1402.218,1107.603,1179.854,1688.553,1776.534,1692.083,1767.506,1184.298,1040.029,1315.789,1980.364,1456.004,1384.998,1343.16,2156.867,1374.609,1860.611,975.259,1517.156,2275.69,1660.441,2112.673,1717.345,1531.722,1557.411,1614.554,1811.179,1814.964,1661.786
100315,1527.512,1784.94,1268.733,1378.618,1027.034,1424.275,1776.129,1284.724,1506.271,1475.298,1250.8,1285.321,1577.766,1313.892,1254.466,1469.521,1291.882,1345.66,1525.648,1487.682,1691.955,1277.953,1520.328,1424.476,1384.748,945.017,1286.22,1169.314,1387.669,1909.567,1018.49,1162.357,1787.691,1055.731,1444.456,1262.357,1769.665,1505.521,1187.772,1296.438,1269.563,1063.648,1439.837,1353.974,1377.075,1497.496,1445.969,1350.481,1698.562,1699.458,1247.829,1256.326,1334.99,1515.254,1024.583,1106.325,1300.009,1445.185,1211.623,1497.479,1354.891,1695.973,1362.331,1556.889,1914.465,1260.967,1483.488,1540.64,1324.763,1464.097,1102.529,1528.191,1571.064,1618.746,1405.615,1741.933,1625.534,1452.934,1205.656,1818.912,1435.381,934.797,1552.483,1444.335,1458.749,1308.604,1061.519,1195.34,986.136,1580.778,1451.268,1386.676,1729.225,1247.603,1575.098,1507.387,1413.795,1477.362,1448.321,1154.503,1024.119,975.348,1550.964,1576.009,1510.043,1604.244,1099.14,1015.701,1104.837,1771.1,1296.883,1150.546,1168.555,2021.18,1289.517,1728.251,875.403,1463.989,2084.173,1587.697,1971.849,1632.212,1442.023,1408.149,1484.825,1661.73,1678.254,1526.048
100316,1429.728,1776.234,1247.272,1278.038,969.817,1259.886,1577.278,1230.133,1549.144,1395.275,1173.487,1194.196,1494.447,1321.323,1148.779,1346.81,1160.55,1257.259,1492.437,1399.579,1562.177,1137.897,1461.665,1346.044,1350.198,821.965,1184.007,1081.251,1363.618,1803.354,955.263,1072.739,1656.491,984.234,1369.284,1170.27,1723.77,1454.943,1036.941,1227.941,1271.671,999.077,1344.269,1280.392,1287.577,1441.188,1310.598,1317.04,1523.484,1494.682,1071.974,1125.62,1242.024,1361.45,929.321,1009.338,1231.269,1382.622,1161.164,1435.887,1215.296,1550.29,1293.902,1428.103,1822.33,1176.61,1320.709,1365.16,1283.199,1329.953,1033.09,1487.644,1460.345,1494.343,1296.137,1706.045,1497.245,1288.125,1150.476,1662.381,1329.484,884.916,1409.064,1362.766,1333.512,1225.047,964.69,1141.305,960.894,1517.581,1359.962,1266.493,1538.301,1191.833,1446.217,1399.027,1383.516,1396.828,1463.39,1118.619,979.405,889.405,1437.932,1555.994,1351.056,1442.14,1011.658,909.287,938.062,1552.365,1112.27,1063.563,1179.474,1950.079,1227.963,1628.047,818.015,1338.673,1743.882,1290.562,1906.429,1388.893,1299.188,1311.021,1373.875,1534.179,1562.571,1408.696
