Gridcode,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,Ave,bio12,GI,HD,IN
100454,1189.398,1374.422,1166.743,1185.225,984.809,1197.327,1268.455,1297.379,1217.898,1317.09,1156.012,1264.005,1327.89,1185.008,1148.528,1259.373,1167.213,1301.283,1262.476,1251.181,1345.842,1174.161,1340.091,1310.031,1301.925,938.061,1309.056,1261.861,1326.729,1408.385,851.672,1139.059,1302.327,1104.825,1192.29,1394.255,1326.549,1278.916,1294.947,1080.355,1049.564,956.1,1357.252,1058.719,1250.81,1381.566,1241.543,1161.941,1285.723,1315.76,1378.338,1398.053,1097.323,1041.236,1093.737,1175.09,1422.261,1443.097,1173.184,1261.954,1110.363,1291.758,1354.247,1148.087,1330.398,1016.844,1265.799,1322.65,1021.399,1124.819,1176.082,1290.185,1573.264,1483.361,1484.799,1398.059,1107.039,1408.895,1192.731,1415.848,1026.172,1091.42,1443.332,1088.714,1284.051,1023.258,1129.786,1024.145,1019.603,1497.39,1276.754,1567.393,1114.381,1168.366,1363.121,1115.911,1451.526,1108.11,1303.918,1003.438,994.892,1076.668,1350.826,1545.221,1404.944,1032.842,1228.964,852.861,1067.356,1436.629,1149.241,1452.991,1167.01,1555.673,1264.268,1439.026,1266.862,1324.272,1511.98,1598.187,1640.883,1248.457,1245.997,1245.689,1224.35,1352.675,1295,1285.05
100455,1209.792,1440.84,1146.77,1174.793,1000.589,1194.919,1298.057,1312.259,1225.69,1295.971,1152.812,1269.065,1284.728,1204.248,1126.477,1212.738,1149.289,1250.752,1258.584,1247.757,1315.533,1160.289,1315.633,1291.223,1307.958,902.676,1295.449,1261.984,1297.72,1393.523,842.612,1127.842,1284.611,1084.424,1196.586,1358.016,1322.345,1277.968,1291.8,1041.089,1036.626,942.559,1336.795,1057.424,1244.717,1361.132,1205.663,1158.763,1311.872,1320.807,1394.326,1350.764,1112.029,1037.803,1078.582,1137.526,1398.369,1419.693,1207.344,1270.396,1092.237,1289.252,1335.501,1119.025,1301.635,1037.427,1294.773,1274.482,1012.602,1125.023,1139.587,1305.013,1527.439,1421.694,1468.172,1399.544,1119.556,1374.841,1154.545,1413.034,1039.351,1090.583,1431.939,1076.157,1241.765,1043.373,1106.097,1067.307,1001.344,1496.264,1282.365,1506.121,1108.789,1173.28,1356.766,1145.68,1445.711,1119.29,1330.967,1009.692,1007.444,1121.581,1315.578,1521.962,1272.795,942.678,1179.206,826.034,1074.135,1433.75,1101.234,1372.762,1122.181,1473.876,1226.467,1272.293,1094.858,1183.516,1459.223,1469.868,1487.942,1162.006,1308.557,1226.966,1166.333,1289.354,1243.646,1216.604
100456,1132.518,1413.463,1068.723,1056.808,967.625,1143.349,1194.611,1231.416,1202.57,1185.385,1044.142,1164.963,1186.928,1138.207,1061.07,1113.468,1093.612,1184.233,1208.362,1213.819,1286.597,1113.134,1274.94,1197.244,1216.393,858.717,1241.136,1221.574,1237.547,1300.775,816.342,1077.145,1218.776,1033.275,1145.977,1209.453,1241.034,1165.11,1163.797,951.514,970.162,863.64,1188.418,967.652,1180.763,1170.43,1038.01,1057.439,1204.564,1211.606,1313.866,1171.81,1050.273,1003.198,1015.181,1021.298,1247.66,1344.893,1159.966,1138.046,965.094,1183.718,1224.392,1019.933,1128.906,992.413,1242.417,1141.07,930.356,1003.074,958.753,1224.841,1386.169,1234.402,1334.405,1262.706,1066.67,1189.736,1055.167,1254.4,991.046,988.991,1273.525,935.086,1001.827,942.257,937.962,958.781,807.056,1241.09,1161.415,1204.16,967.036,991.382,1182.842,1018.474,1233.814,988.375,1234.556,906.884,919.146,1024.624,1248.884,1587.918,1306.605,1196.203,1279.757,833.84,1081.172,1377.164,1111.57,1369.806,1181.397,1496.106,1186.985,1292.321,1093.957,1198.312,1525.33,1441.494,1524.752,1148.933,1307.348,1144.662,1113.574,1231.944,1198.5,1154.667
100457,1137.484,1456.623,1088.328,1076.36,966.129,1184.78,1261.144,1242.986,1232.636,1164.948,1044.384,1142.968,1185.195,1148.869,1031.077,1078.393,1081.134,1136.559,1204.153,1225.038,1274.096,1091.236,1263.652,1185.531,1213.242,825.876,1197.046,1188.143,1202.817,1263.478,794.816,1083.72,1213.423,1010.932,1145.263,1248.445,1216.671,1199.382,1165.994,943.469,1027.338,875.567,1201.86,958.312,1202.565,1169.026,1016.003,1043.832,1213.453,1199.969,1275.045,1138.329,1002.494,984.341,1043.215,1026.454,1223.585,1403.034,1148.37,1090.524,954.093,1195.598,1210.099,992.683,1136.563,994.808,1250.031,1129.968,935.752,1010.008,967.617,1223.597,1406.617,1252.33,1312.398,1255.766,1124.921,1221.758,1055.699,1283.68,994.744,1065.741,1359.428,984.325,1019.732,990.251,1014.996,1030.067,846.555,1193.418,1291.378,1213.658,1005.932,1028.974,1186.075,1061.856,1331.613,1020.826,1228.853,936.406,943.463,1009.367,1332.349,1544.701,1376.34,1055.766,1249.275,861.921,1092.8,1450.535,1061.323,1221.466,1099.137,1451.623,1111.307,1310.018,1054.386,1200.399,1499.036,1376.481,1529.725,1102.884,1224.874,1145.835,1128.353,1250.314,1225.902,1163.294
100458,1201.204,1566.35,1135.318,1146.734,1000.23,1235.874,1353.405,1283.088,1319.647,1184.112,1110.597,1195.839,1215.004,1218.663,1084.057,1150.242,1125.735,1122.259,1322.18,1246.579,1313.529,1114.282,1276.542,1248.905,1276.759,805.641,1210.163,1221.056,1258.259,1371.6,821.656,1117.372,1341.556,1059.026,1247.401,1320.637,1294.299,1311.253,1231.125,1005.807,1177.236,897.406,1260.822,1011.995,1258.577,1278.033,1041.615,1186.192,1264.568,1263.088,1262.978,1142.215,1047.237,1066.873,1106.586,1098.809,1255.546,1517.154,1167.424,1203.555,1050.742,1339.28,1240.266,959.665,1209.518,1041.624,1308.234,1162.182,1001.298,1130.443,1041.936,1291.35,1446.334,1353.658,1350.668,1300.118,1242.562,1316.148,1099.478,1462.727,1092.308,1059.3,1398.597,1210.315,1130.114,1067.349,1041.775,1143.399,866.199,1319.071,1371.852,1234.571,1259.849,1100.912,1266.533,1242.946,1414.352,1052.085,1364.722,1024.572,1015.306,1059.306,1391.925,1600.516,1316.925,1012.311,1316.454,917.211,1061.515,1479.513,1109.376,1250.957,1167.385,1609.271,1121.631,1387.632,1066.721,1272.888,1622.547,1484.484,1621.31,1171.093,1312.222,1210.971,1181.255,1311.106,1297.17,1214.766
100459,1164.496,1545.111,1101.461,1121.297,960.362,1208.939,1348.267,1216.071,1332.176,1147.603,1099.262,1165.606,1210.548,1232.598,1102.89,1170.137,1130.246,1070.355,1317.022,1233.586,1285.992,1073.013,1254.389,1164.793,1219.712,772.918,1134.206,1151.88,1234.421,1336.893,755.615,1028.707,1322.078,954.668,1217.613,1241.365,1288.461,1286.622,1120.124,979.875,1193.179,848.53,1218.571,982.188,1201.679,1257.957,1005.045,1201.146,1179.251,1256.885,1161.864,1037.419,1042.988,1028.472,1073.411,1059.187,1186.426,1445.527,1145.101,1222.021,1057.637,1338.712,1213.185,855.227,1177.276,993.141,1249.576,1082.333,1002,1105.064,1040.411,1251.036,1347.734,1309.281,1225.578,1270.676,1210.81,1206.396,1062.774,1435.042,1047.266,935.904,1251.613,1285.21,1090.107,1030.004,975.317,1138.438,769.632,1360.648,1267.078,1081.461,1309.759,1098.754,1184.707,1210.656,1300.478,930.47,1242.106,968.805,941.632,943.843,1186.396,1488.718,1292.499,1040.04,1172.497,934.535,1011.702,1408.625,1082.831,1299.932,1064.224,1634.491,1112.67,1352.842,1018.359,1243.991,1695.074,1356.403,1672.749,1115.814,1305.642,1168.586,1184.381,1315.619,1312.841,1216.905
100460,1148.145,1549.254,1089.511,1130.88,925.647,1225.262,1358.294,1157.225,1357.029,1111.509,1086.309,1134.941,1212.675,1220.944,1105.539,1149.693,1109.772,1039.247,1286.455,1203.618,1255.325,1037.529,1216.071,1102.731,1177.583,770.231,1081.61,1107.843,1199.029,1316.028,692.543,986.863,1298.844,882.272,1209.618,1190.575,1254.788,1293.992,1082.39,991.926,1179.091,812.559,1218.92,973.555,1193.452,1255.264,1008.741,1216.255,1169.917,1252.591,1104.334,1021.553,1062.441,976.206,1062.295,985.607,1109.361,1368.041,1094.182,1205.379,1038.424,1265.202,1168.558,757.817,1170.453,916.041,1164.579,970.96,995.034,1045.971,987.298,1218.141,1276.874,1287.03,1111.794,1252.497,1188.49,1122.061,1053.036,1414.079,992.916,896.091,1203.805,1281.042,1057.348,1024.981,907.133,1145.577,747.044,1430.327,1180.671,981.205,1228.045,1127.867,1130.546,1103.354,1297.399,868.698,1177.336,960.066,877.644,881.221,1119.652,1518.195,1260.56,1056.936,1074.491,936.021,978.653,1363.803,1123.196,1383.639,956.615,1685.423,1045.157,1353.773,1073.481,1266.055,1795.953,1347.221,1809.049,1070.978,1373.538,1142.411,1103.295,1223.033,1235.459,1134.41
100461,1256.914,1724.161,1237.971,1291.489,1007.613,1402.536,1463.627,1176.143,1460.588,1201.495,1192.838,1188.548,1298.21,1371.503,1155.069,1272.217,1140.152,1185.74,1343.11,1270.465,1438.921,1136.163,1347.045,1235.834,1282.333,871.219,1171.104,1212.83,1379.318,1502.29,720.897,1074.454,1475.887,908.205,1367.426,1251.803,1442.052,1462.657,1173.89,1144.829,1336.586,934.78,1435.429,1089.622,1321.573,1353.036,1137.688,1356.445,1336.426,1416.863,1207.437,1150.377,1283.13,1077.078,1201.79,1067.881,1159.474,1556.086,1205.212,1396.88,1141.908,1338.785,1292.475,800.261,1398.081,993.587,1204.535,1064.116,1143.263,1210.605,1188.223,1341.385,1443.411,1428.905,1222.62,1454.194,1282.992,1184.387,1285.846,1594.706,1085.437,993.148,1282.683,1360.727,1118.51,1267.359,1004.237,1378.613,889.626,1617.39,1385.007,1141.697,1415.726,1278.228,1364.14,1205.617,1591.285,1020.325,1304.281,1151.925,994.833,1037.576,1156.201,1783.386,1299.309,1197.149,1215.467,1045.095,1000.45,1485.076,1195.133,1466.071,1091.899,1702.161,1179.584,1486.828,1234.891,1367.479,1922.708,1461.384,1995.634,1188.706,1584.145,1270.12,1141.589,1261.5,1291.286,1172.054
100462,1299.281,1781.841,1269.856,1339.778,1072.234,1408.131,1465.699,1179.699,1485.527,1244.208,1216.901,1183.249,1259.602,1376.933,1182.682,1319.255,1148.288,1193.066,1337.442,1263.82,1453.129,1135.402,1378.915,1260.624,1327.587,898.618,1198.464,1256.225,1451.078,1518.371,773.772,1029.387,1516.626,918.008,1469.782,1232.674,1462.482,1579.265,1205.174,1161.446,1431.55,963.336,1509.296,1082.738,1356.543,1390.687,1194.555,1357.003,1398.1,1474.944,1219.719,1158.043,1368.444,1118.312,1280.837,1118.665,1147.535,1639.095,1241.326,1470.006,1205.102,1362.245,1337.382,834.339,1436.07,1056.586,1190.722,1068.832,1158.174,1263.85,1267.893,1390.458,1590.918,1487.7,1290.086,1519.849,1266.569,1214.347,1366.517,1644.366,1122.761,983.253,1312.273,1402.463,1125.753,1407.931,1031.663,1502.488,952.41,1638.891,1469.563,1220.839,1484.18,1321.95,1422.177,1203.437,1687.198,1093.05,1354.892,1211.149,966.402,1018.65,1140.775,1872.22,1434.502,1258.131,1270.011,1229.443,1162.034,1588.393,1327.737,1341.572,1106.289,1674.99,1207.323,1601.083,1254.393,1333.207,2038.837,1474.231,2111.184,1197.022,1635.096,1311.537,1224.365,1348.73,1399.492,1256.603
100463,1160.055,1537.763,1116.082,1210.806,990.979,1300.128,1319.355,1124.572,1364.383,1107.856,1120.022,1086.349,1131.382,1255.882,1056.882,1167.394,1077.89,1072.849,1203.139,1170.77,1269.259,980.372,1266.588,1101.028,1228.87,828.829,1045.754,1133.092,1244.175,1402.839,722.189,1003.775,1270.962,886.49,1315.415,1149.214,1307.915,1438.273,1076.673,1117.74,1269.054,799.489,1297.543,995.887,1294.334,1264.522,1054.828,1190.786,1313.89,1253.234,1127.837,999.286,1205.024,922.183,1181.229,997.273,1073.015,1406.318,1129.438,1251.643,1072.705,1213.924,1234.045,822.472,1217.885,998.165,1081.437,981.708,1015.201,1122.949,1053.111,1258.69,1453.036,1275.97,1126.668,1375.057,1096.182,1004.553,1298.882,1463.26,968.605,858.139,1086.63,1268.853,1093.025,1213.615,886.677,1442.167,936.596,1457.624,1436.016,1048.536,1204.512,1235.185,1193.187,1189.558,1579.503,1094.038,1229.077,1062.906,834.461,819.57,1086.706,1617.665,1335.844,1082.756,1180.017,1109.765,1096.363,1434.735,1230.26,1052.539,920.445,1338.75,1037.453,1347.418,1113.621,1191.114,1874.836,1310.603,1904.449,1064.772,1368.08,1173.93,1182.796,1300.056,1364.981,1212.352
100464,1089.762,1431.219,1045.997,1158.132,957.962,1251.891,1241.965,1105.119,1268.846,1030.76,1075.31,1040.449,1091.264,1212.134,992.077,1102.501,1025.737,1065.276,1166.189,1139.057,1238.665,917.765,1228.63,1058.851,1203.5,853.969,1002.114,1083.399,1148.187,1369.421,749.349,988.789,1201.212,869.536,1293.667,1114.917,1255.458,1387.165,1082.392,1132.69,1183.042,735.181,1264.757,949.643,1321.564,1231.303,1022.288,1140.704,1325.221,1194.225,1064.892,972.328,1188.726,895.85,1111.221,1025.786,1037.094,1268.626,1145.769,1143.519,1037.568,1206.642,1233.344,824.136,1141.375,951.197,1028.625,946.993,934.614,1047.431,977.918,1251.526,1391.421,1175.553,1118.184,1352.567,1024.633,966.963,1293.362,1406.154,920.871,890.868,1123.713,1183.06,1171.322,1119.107,856.841,1300.466,942.547,1443.298,1350.883,937.45,1146.741,1224.644,1073.906,1262.051,1516.701,1023.425,1127.271,1071.703,956.185,796.982,1137.152,1603.593,1249.909,1041.709,1140.322,982.444,1133.526,1401.301,1181.909,1040.625,920.198,1353.665,1083.095,1383.614,1247.197,1207.12,1819.394,1302.347,1643.189,939.284,1228.01,1135.633,1149.293,1260.259,1335.534,1173.293
100465,1041.898,1375.475,1026.496,1146.101,958.548,1226.564,1209.085,1110.222,1237.749,999.13,1069.476,1019.698,1054.41,1187.391,961.659,1078.273,996.337,1081.781,1141.357,1128.123,1236.639,886.449,1211.038,1041.014,1204.418,863.135,981.857,1065.015,1129.693,1380.113,764.686,992.111,1136.764,877.701,1305.776,1115.112,1229.391,1343.756,1119.797,1141.449,1130.38,734.792,1263.499,908.669,1332.677,1235.905,998.84,1103.835,1319.52,1141.007,1038.347,962.013,1186.765,896.343,1047.572,1097.012,1012.314,1189.621,1180.081,1088.331,1041.151,1197.994,1225.812,823.351,1074.432,894.785,1004.62,940.52,897.678,970.901,931.675,1247.06,1369.164,1114.974,1128.39,1367.098,969.518,955.846,1285.991,1362.236,895.042,921.803,1171.407,1173.643,1167.863,1089.067,853.741,1205.687,964.303,1411.337,1239.867,907.4,1080.628,1209.127,1014.382,1305.152,1425.499,1030.733,1157.018,1111.848,1026.833,821.738,1158.003,1720.364,1187.084,957.819,1150.307,966.778,1247.801,1459.188,1170.209,1111.998,900.087,1324.171,1278.131,1326.132,1305.192,1179.079,1805.557,1225.372,1551.243,908.447,1185.743,1122.351,1117.852,1221.77,1302.672,1135.754
100466,1042.206,1373.308,1045.698,1158.297,982.861,1225.237,1185.311,1145.365,1278.416,1012.642,1096.194,1036.812,1034.997,1146.653,967.571,1051.684,985.906,1095.689,1112.989,1083.522,1241.013,857.063,1249.04,1026.263,1248.783,885.061,976.16,1091.5,1126.699,1400.194,761.718,1009.666,1110.977,901.157,1312.428,1135.632,1219.086,1348.286,1194.589,1124.417,1112.184,766.672,1252.684,909.551,1343.444,1259.1,1048.918,1120.666,1308.22,1142.936,1035.58,979.413,1193.306,909.626,1021.852,1146.301,990.471,1208.883,1220.156,1099.437,1049.057,1192.439,1228.366,816.561,1031.8,838.875,1028.795,954.211,883.568,964.455,920.701,1263.38,1347.971,1126.765,1146.154,1365.115,966.386,980.823,1287.185,1358.236,894.469,908.002,1161.999,1127.486,1155.343,1093.354,843.277,1170.816,983.848,1377.473,1161.514,918.367,1048.407,1199.108,1026.011,1308.579,1298.75,1004.78,1130.796,1116.801,1095.691,927.146,1265.986,1753.645,1167.267,949.046,1119.79,853.344,1152.637,1384.367,1107.315,1110.137,919.221,1278.215,1325.536,1297.968,1236.422,1071.543,1670.921,1144.772,1589.639,969.152,1246.391,1119.241,1088.982,1187.018,1271.518,1103.893
100467,1038.4,1317.654,1054.703,1133.277,975.655,1217.799,1187.007,1176.773,1308.586,1036.564,1121.983,1030.672,1008.153,1104.898,953.684,1020.655,957.002,1106.079,1098.591,1100.631,1272.026,816.909,1277.847,1022.479,1252.419,891.08,964.228,1088.237,1075.324,1364.677,755.09,1005.691,1059.071,892.353,1310.532,1136.151,1260.101,1342.546,1189.01,1145.238,1125.552,797.361,1220.067,906.63,1318.06,1289.872,1059.594,1098.063,1296.281,1109.813,1030.852,997.195,1194.588,917.018,996.59,1172.741,1007.556,1172.072,1257.799,1166.524,1066.903,1172.202,1222.508,798.046,1009.148,787.528,1005.51,944.248,877.349,969.052,906.308,1246.445,1348.188,1142.768,1103.332,1361.206,954.291,1025.996,1283.464,1327.702,858.16,864.795,1200.158,1147.721,1144.055,1091.69,864.747,1221.511,958.294,1380.346,1154.008,938.075,1020.921,1166.351,977.926,1151.801,1247.595,947.519,1102.846,1184.766,1031.694,903.426,1256.36,1686.879,1183.174,915.836,1209.208,792.498,1067.293,1295.163,1051.828,1054.377,1077.265,1288.392,1378.009,1259.928,1256.922,1025.609,1680.114,1183.013,1715.478,1175.101,1193.49,1114.313,1083.873,1177.397,1269.556,1094.016
100468,1054.707,1337.698,1047.938,1205.765,1040.736,1196.567,1242.856,1204.02,1320.689,1030.726,1160.71,1033.229,992.564,1107.692,973.307,1003.036,994.662,1150.601,1103.327,1128.445,1280.467,826.655,1288.084,1043.983,1283.7,919.725,978.329,1094.451,1114.965,1363.592,771.831,1004.123,1037.351,896.317,1306.728,1178.201,1270.972,1337.107,1183.665,1206.997,1152.897,818.473,1223.632,896.824,1307.374,1328.517,1068.893,1069.559,1271.122,1083.392,1028.369,991.255,1223.902,908.106,985.589,1160.289,1079.932,1160.076,1269.342,1226.994,1122.083,1194.67,1238.797,836.208,1068.861,826.274,1003.372,968.29,890.189,1066.792,924.761,1261.307,1347.492,1153.002,1094.714,1413.855,962.256,1094.617,1261.839,1363.928,886.849,873.73,1203.028,1137.743,1241.806,1177.968,891.511,1182.723,933.477,1366.46,1063.752,946.299,1080.816,1084.366,1005.657,1113.731,1309.658,950.58,1168.427,1222.969,1023.847,907.959,1167.06,1562.917,1168.54,902.356,1293.964,763.114,1058.151,1360.081,1016.441,1092.057,1014.033,1195.434,1311.938,1329.853,1216.676,1014.358,1484.566,1181.126,1617.708,1162.915,1032.929,1120.195,1105.937,1198,1298.571,1112.476
100469,1045.459,1340.573,1077.984,1197.864,1112.95,1191.559,1334.453,1224.06,1345.54,1074.672,1231.925,1039.414,994.322,1117.779,998.777,1001.262,1025.569,1231.587,1142.038,1160.558,1302.095,852.348,1347.396,1099.904,1367.711,979.06,1041.755,1163.118,1181.767,1382.218,783.434,1035.674,1060.752,933.234,1300.832,1231.399,1275.851,1354.944,1240.517,1289.873,1212.487,854.125,1185.167,927.413,1263.521,1355.038,1076.645,1045.277,1298.464,1144.298,1068.89,990.32,1250.89,944.168,978.331,1168.553,1189.953,1174.55,1294.33,1267.149,1194.106,1256.302,1284.922,891.952,1171.171,849.435,1030.005,1004.717,927.05,1177.762,961.43,1268.311,1332.856,1162.556,1086.275,1411.286,995.984,1161.684,1250.532,1407.779,903.564,846.998,1149.17,1154.931,1216.114,1233.955,935.424,1162.151,949.117,1345.203,1020.978,1038.086,1119.422,1106.302,1024.783,1112.919,1427.491,965.918,1249.372,1407.514,1105.078,915.205,1179.567,1544.199,1292.45,956.488,1388.78,804.838,1043.894,1364.365,1086.393,1127.766,1096.26,1246.814,1380.3,1316.154,1238.917,988.27,1466.947,1284.748,1604.077,1288.824,1129.327,1153.228,1118.018,1207.768,1312.964,1119.536
100470,1074.758,1358.749,1084.383,1181.979,1109.296,1196.449,1343.903,1235.465,1368.801,1085.241,1238.981,1055.109,1009.745,1139.385,1001.561,1013.697,1045.086,1297.822,1145.596,1145.758,1310.628,891.374,1391.974,1119.217,1365.349,998.929,1054.071,1176.265,1220.989,1394.451,779.97,1052.54,1053.648,956.191,1301.848,1250.277,1295.216,1354.501,1261.979,1322.736,1202.606,843.526,1167.031,949.961,1229.056,1314.974,1114.382,1060.899,1291.22,1193.287,1053.151,973.668,1198.413,946.471,985.417,1172.703,1196.836,1185.255,1301.851,1270.715,1264.528,1255.775,1289.39,929.047,1204.764,869.302,1035.334,1028.268,965.804,1251.329,967.065,1284.416,1289.787,1138.992,1082.842,1405.855,1012.77,1174.027,1250.986,1438.555,910.445,851.672,1157.359,1195.34,1154.151,1212.244,954.256,1194.21,956.188,1400.056,1015.928,1058.815,1151.155,1071.015,991.287,1077.08,1450.769,949.621,1232.826,1438.525,1148.851,898.884,1236.644,1541.831,1325.538,965.9,1374.737,846.322,1035.841,1379.032,1197.482,1202.614,1208.981,1336.7,1338.846,1344.047,1340.385,1087.253,1435.75,1267.475,1734.711,1304.577,1195.283,1167.844,1137.129,1226.145,1325.823,1131.581
100471,1120.049,1373.644,1124.184,1193.532,1121.95,1217.837,1431.782,1284.101,1396.981,1131.881,1288.71,1075.847,1047.619,1194.361,1027.978,1020.672,1064.501,1386.45,1156.109,1144.454,1349.941,938.622,1470.993,1134.799,1409.551,1068.266,1092.873,1204.463,1284.547,1437.219,806.215,1102.526,1072.847,989.927,1340.772,1266.797,1335.487,1379.038,1289.595,1349.855,1175.765,863.823,1166.072,970.593,1250.385,1333.309,1129.236,1101.16,1340.989,1298.477,1050.1,1004.657,1184.414,998.423,1022.59,1214.11,1249.194,1235.689,1310.317,1256.817,1322.765,1305.837,1328.431,1004.473,1251.791,918.475,1081.993,1076.054,1025.116,1284.388,1004.488,1350.861,1306.943,1163.777,1118.092,1396.12,1042.954,1207.805,1282.246,1538.015,930.659,920.229,1227.446,1270.413,1187.166,1251.268,935.945,1186.852,1013.978,1540.411,1004.098,1079.918,1248.733,1031.896,1083.399,1090.294,1526.343,957.859,1252.833,1645.053,1185.199,869.375,1235.657,1538.472,1250.946,1010.768,1364.282,867.889,1168.354,1442.544,1278.645,1300.884,1274.501,1359.088,1323.614,1358.945,1553.3,1142.316,1476.645,1242.095,1806.734,1361.045,1210.227,1205.691,1184.17,1271.736,1370.302,1169.717
100472,1272.294,1461.961,1237.117,1222.774,1045.713,1231.352,1420.105,1434.456,1255.978,1338.168,1269.877,1348.41,1353.721,1273.786,1156.927,1254.423,1147.588,1235.022,1223.411,1315.157,1312.765,1165.743,1316.394,1337.288,1330.952,933.664,1289.991,1282.785,1313.54,1439.62,838.898,1194.961,1298.526,1148.672,1228.283,1488.511,1313.654,1323.357,1419.065,1113.201,1066.233,1005.17,1429.815,1135.323,1288.818,1482.385,1283.702,1233.258,1334.634,1378.299,1451.95,1446.58,1170.965,1067.423,1132.972,1193.229,1467.486,1419.415,1271.663,1309.068,1094.472,1370.39,1404.515,1129.364,1379.562,1089.951,1388.214,1324.552,1100.614,1170.782,1252.383,1377.048,1564.015,1482.929,1523.497,1530.182,1159.435,1416.599,1254.293,1489.876,1089.82,1214.402,1547.675,1164.201,1412.579,1180.191,1243.135,1283.842,1127.725,1778.812,1497.537,1664.744,1272.079,1415.746,1556.053,1314.335,1690.17,1243.784,1481.564,1118.539,1200.43,1324.285,1428.185,1601.361,1578.951,1125.225,1367.169,1009.163,1262.764,1610.385,1274.706,1624.301,1293.085,1521.458,1348.493,1445.632,1260.562,1348.297,1715.214,1588.123,1717.809,1295.955,1428.984,1319.729,1195.212,1319.364,1265.909,1254.606
100473,1174.505,1434.368,1136.814,1123.828,988.573,1184.59,1272.401,1320.094,1220.939,1202.111,1132.591,1193.059,1225.789,1173.805,1078.322,1160.252,1102.243,1194.021,1204.437,1258.808,1251.166,1143.234,1270.165,1262.311,1260.484,914.621,1286.563,1228.921,1245.109,1387.47,799.957,1144.549,1263.229,1092.456,1202.963,1383.854,1261.156,1245.956,1302.891,1029.69,988.066,928.895,1308.126,995.128,1217.676,1291.098,1097.705,1077.485,1256.297,1245.105,1331.907,1238.423,1079.044,985.676,1030.344,1059.24,1326.329,1303.295,1223.813,1164.317,980.238,1221.819,1261.031,1036.481,1214.087,1010.008,1279.971,1189.447,1007.434,1028.055,1036.668,1291.097,1432.528,1282.964,1359.58,1366.32,1066.25,1241.07,1136.172,1374.439,1012.785,1023.83,1315.436,958.022,1159.337,1012.147,1060.699,1094.445,898.899,1505.399,1234.119,1329.354,1062.086,1184.654,1344.049,1157.263,1446.327,1043.916,1307.447,950.297,1053.731,1115.858,1250.182,1481.604,1365.618,1058.733,1276.737,903.566,1073.475,1382.333,1187.006,1454.867,1168.482,1387.184,1204.392,1235.535,1130.936,1210.523,1564.673,1368.209,1426.608,1059.812,1273.373,1190.698,1153.435,1275.242,1230.177,1205.613
100474,1155.66,1463.081,1112.3,1098.961,961.629,1177.86,1282.758,1310.107,1210.855,1151.72,1079.806,1137.317,1203.96,1166.516,1055.457,1122.267,1097.779,1167.896,1225.67,1254.078,1232.85,1131.46,1255.156,1220.708,1256.053,889.964,1248.924,1204.2,1215.556,1345.326,784.564,1087.068,1249.318,1056.222,1177.733,1334.141,1208.538,1228.162,1222.944,982.638,1016.017,885.341,1256.808,919.365,1188.622,1213.369,1016.696,1069.633,1199.724,1188.682,1306.455,1151.072,1035.705,993.725,1066.276,1035.248,1247.072,1321.996,1178.723,1094.805,930.207,1197.864,1222.544,1003.943,1160.176,991.456,1265.771,1148.867,982.974,994.889,990.903,1267.12,1426.429,1251.636,1340.066,1321.499,1095.579,1233.293,1113.283,1381.245,1028.269,1034.764,1317.303,996.892,1146.802,1030.681,1069.101,1092.338,852.062,1382.644,1260.608,1219.763,1017.756,1088.616,1258.964,1139.125,1506.877,1047.232,1335.167,987.891,1061.932,1085.24,1296.448,1507.923,1512.245,1059.806,1317.824,874.383,1085.2,1345.785,1188.365,1397.089,1170.829,1374.462,1150.295,1298.825,1093.802,1175.673,1542.291,1319.41,1448.775,1082.411,1224.113,1169.905,1144.73,1267.794,1233.095,1188.635
